"","bpns-A1BIS","bpns-B05BELWIND","bpns-BelwindReefballs","bpns-BIRKENFELS","bpns-buitenratel","bpns-C05AR1Belwind","bpns-C05AR2Belwind","bpns-C05AR3Belwind","bpns-C05BELWIND","bpns-D1","bpns-GARDENCITY","bpns-KB2","bpns-Kilmore","bpns-middelkerkebank","bpns-NHSE","bpns-nieuwpoortbank","bpns-NIEUWPOORTKUST8","s-8","s-4","s-1","s-9","s-5","s-6","s-7","s-3","s-2","s-2a","s-4a","s-4b","s-4c","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-6","ws-4","ws-A1","ws-A3","ws-A5","ws-DL12","ws-DL7","ws-DL9","ws-GVWSP","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PVTSS","ws-SP3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2","bpns-OH6","ak-41","ak-42","ak-44","ak-45","ak-46","ak-47","ak-48","s-10","s-9a","ws-FZ2","ws-HW6","ws-55","ws-53A","ws-53","s-12","ws-42A","s-11","bpns-OOSTDYCK","bpns-S4","bpns-S7","bpns-Trapegeer","bpns-VG2","s-8a","bpns-W1","bpns-WENDUINEBANKW","s-10a","s-Wetteren","s-Wichelen","gn-Lier","kn-Lier","bn-Lier","bn-Walem","du-Hamveer","s-Dendermonde","s-Vlassenbroek","ws-F42","VLVS1","VLVS2","VLVS3","VLVS4","VLVS5","VLVS11","VLVS12","VLVS13","VLVS14","VLVS15","VLVS6","VLVS7","VLVS8","VLVS9","VLVS10","bpns-Whitley","bpns-WK12","bpns-WK14","bpns-WKS","bpns-WZ","me-7-2","M-6","M-5","M-4","M-3","M-1","M-2","M-4A"
"bpns-GARDENCITY",52228.1666348694,43219.0456472007,45836.2491526939,24908.6485615219,37147.0588882938,43435.5264694845,43696.5639895297,43196.7234951105,43480.0831672459,38058.599822793,0,34384.1240531261,17873.5434645483,37179.7295625039,40576.3829855686,43802.2876966585,47514.4568939249,174821.416603074,207432.322097648,239149.856578954,169696.317223957,189213.416495224,184414.580930374,182612.61656257,211432.226309305,238054.972169959,221248.652748381,197301.061663781,194226.186788448,191698.948044976,101283.964475996,107536.960475392,101548.240935722,108794.527651015,102490.759893752,103436.342578626,110077.56831199,111749.013919771,107693.040327185,108753.209892934,109211.645022854,110797.128568374,101815.581122292,102891.857780026,102551.160864243,104241.864897271,105333.898221315,106451.40503071,84512.2587609538,82347.3629316957,83569.9150157616,83226.2419795545,84674.5536728532,85340.0156252711,106136.269206698,107164.575014152,101863.464366154,82726.3138787161,84961.6779231827,83598.8026536324,83366.5651650388,83869.6445991394,83512.9281977898,54677.3858068736,161713.53174876,161283.721437455,154541.090754123,153871.887340292,146934.63289409,146062.319332012,146590.609432208,162253.10835994,169308.502405301,127221.396669015,127024.08666556,126119.734132348,126110.192526144,126243.950225848,149924.61287737,126887.090026175,150607.790623678,21194.3753472786,55255.3087814886,64841.3039645665,46218.3082771387,37423.7839263732,174907.378665335,74236.2042042942,49557.7408896015,162094.755601963,231429.678315743,225937.823150069,192475.851170752,190395.246575104,196213.048614624,191965.585017302,191422.869022244,205060.687744821,198756.026449279,127116.351394345,134719.091691729,135941.643775795,136597.275823079,135696.450528478,136406.469178658,138221.03887951,139258.886293168,138036.246602683,138618.998962812,139945.704364178,135928.775623491,136957.169037363,137390.130681931,137915.444661703,138585.238203683,47571.0319584038,57330.6531831291,72463.1274743605,35635.8917818475,66299.5952961634,184538.007784122,191734.151879661,195413.811387375,197718.85518928,197737.938401689,199941.088262185,197900.320920007,197718.85518928
"bpns-KB2",18812.0350251262,38382.2496896285,42494.8724228198,38065.4988400731,24239.0421817658,38420.7044133767,38325.6897363506,37968.2701207602,38287.2350126024,14898.6399490809,34384.1240531261,0,16510.5805885781,5501.60220711773,46218.4593891486,23080.8968287319,21567.5610136008,145837.671444608,178448.576939182,210166.111420487,140712.572065491,160229.671336758,155430.835771908,153628.871404104,182448.481150839,209071.227011493,192264.907589914,168317.316505315,165242.441629981,162715.202886509,72707.7950831638,78553.2153169253,72564.4957772558,79810.7824925481,73507.0147352859,74452.597420159,81093.8231535231,82765.2687613044,78709.2951687188,79769.4647344675,80227.8998643875,81813.3834099076,73748.8814365028,73908.1126215591,73567.4157057764,75258.1197388048,76350.1530628481,77467.6598722436,60928.8924971454,59222.5194042259,59935.6017812487,57859.7317410948,61855.3919696086,61552.8614786449,77152.5240482317,78180.8298556852,72879.719207687,58480.6369957513,55519.4100283762,57366.1939131987,55299.8654792494,55038.7403527848,56363.2739846789,20293.2617537478,132729.786590295,132299.97627899,125557.345595658,124888.142181827,117950.887735625,117078.574173546,117606.864273742,133269.363201474,140324.757246835,98237.6515105487,98040.3415070932,97135.9889738815,97126.4473676775,97260.2050673811,120940.867718905,97903.3448677089,121624.045465213,13189.7487058488,27035.7681835861,34991.460304126,27139.2189845369,11912.546417647,145923.633506869,43622.1559832884,15173.6168364755,133111.010443498,202445.933157276,196954.077991602,163492.106012286,161411.501416638,167229.303456157,162981.839858836,162439.123863778,176076.942586355,169772.281290812,98132.6062358783,105735.346533263,106957.898617329,107613.530664613,106712.705370012,107422.724020192,109237.293721044,110275.141134702,109052.501444217,109635.253804346,110961.959205712,106945.030465024,107973.423878897,108406.385523464,108931.699503236,109601.493045217,23465.5045110197,33186.8702415738,39709.3064837737,19642.3387822804,34259.0318954375,155554.262625655,162750.406721194,166430.066228909,168735.110030813,168754.193243223,170957.343103719,168916.57576154,168735.110030813
"bpns-Kilmore",34354.6231703225,39234.9561837581,43347.5789169494,29362.9961686761,23386.3356876316,39273.4109075063,39178.3962304802,38820.9766148898,39139.941506732,22356.9747603833,17873.5434645483,16510.5805885781,0,19306.1860979557,45030.730592723,28100.6626342488,31812.8318315151,158119.653464727,190730.558959301,222448.093440607,152994.55408561,172511.653356877,167712.817792028,165910.853424224,194730.463170959,221353.209031613,204546.889610034,180599.298525434,177524.423650101,174997.184906629,84989.777103283,90835.1973370445,84846.477797375,92092.7645126673,85788.9967554051,86734.5794402781,93375.8051736423,95047.2507814236,90991.277188838,92051.4467545867,92509.8818845066,94095.3654300268,86030.8634566219,86190.0946416783,85849.3977258956,87540.101758924,88632.1350829673,89749.6418923628,73210.8745172645,71504.5014243449,72217.5838013678,70141.7137612139,74137.3739897277,73834.843498764,89434.5060683509,90462.8118758043,85161.7012278062,70762.6190158704,67801.3920484954,69648.1759333178,67581.8474993685,67320.722372904,68645.2560047981,36803.8423423256,145011.768610414,144581.958299108,137839.327615776,137170.124201946,130232.869755744,129360.556193665,129888.846293861,145551.345221593,152606.739266955,110519.633530668,110322.323527212,109417.970994001,109408.429387797,109542.1870875,133222.849739023,110185.326887828,133906.027485331,4958.67198925661,39317.7502037051,47273.4423242451,30516.683214729,22912.7405283111,158205.615526988,56362.6607397475,31684.1974250535,145392.992463617,214727.915177396,209236.060011722,175774.088032405,173693.483436757,179511.285476277,175263.821878956,174721.105883898,188358.924606474,182054.263310932,110414.588255997,118017.328553382,119239.880637448,119895.512684732,118994.687390131,119704.706040311,121519.275741163,122557.123154821,121334.483464336,121917.235824465,123243.941225831,119227.012485143,120255.405899016,120688.367543583,121213.681523355,121883.475065336,31869.406895994,45468.8522616924,54589.5840098137,19934.2667194378,48426.0518316167,167836.244645775,175032.388741314,178712.048249028,181017.092050933,181036.175263342,183239.325123838,181198.55778166,181017.092050933
"bpns-middelkerkebank",20397.8689963221,43386.1847527084,47498.8074858997,43567.1010471908,22403.9716726203,43424.6394764566,43329.6247994305,42972.2051838401,43291.1700756823,9894.70488600099,37179.7295625039,5501.60220711773,19306.1860979557,0,51720.0615962663,18076.961765652,16563.6259505209,147423.505415804,180034.410910377,211751.945391683,142298.406036688,161815.505307953,157016.669743104,155214.7053753,184034.315122034,210657.060982688,193850.741561109,169903.15047651,166828.275601177,164301.036857704,74293.6290543596,80139.0492881211,74150.3297484515,81396.6164637439,75092.8487064816,76038.4313913547,82679.6571247189,84351.1027325003,80295.1291399145,81355.2987056633,81813.7338355832,83399.2173811034,75334.7154076985,75493.9465927548,75153.2496769721,76843.9537100005,77935.9870340438,79053.4938434393,62514.7264683413,60808.3533754218,61521.4357524446,59445.5657122907,63441.2259408045,63138.6954498408,78738.3580194274,79766.6638268809,74465.5531788828,60066.4709669472,57105.243999572,58952.0278843946,56885.6994504452,56624.5743239806,57949.1079558748,17497.6562443699,134315.620561491,133885.810250186,127143.179566854,126473.976153023,119536.721706821,118664.408144743,119192.698244938,134855.197172671,141910.591218032,99823.485481745,99626.1754782896,98721.8229450778,98712.2813388739,98846.0390385774,122526.701690101,99489.1788389053,123209.879436409,15985.3542152253,28621.6021547829,36577.294275322,22135.283921457,16916.4814807269,147509.467478065,45207.9899544843,12378.0113270985,134696.844414694,204031.767128472,198539.911962798,165077.939983481,162997.335387833,168815.137427352,164567.673830031,164024.957834973,177662.77655755,171358.115262008,99718.4402070746,107321.180504459,108543.732588525,109199.364635809,108298.539341208,109008.557991388,110823.12769224,111860.975105898,110638.335415413,111221.087775542,112547.793176908,108530.864436221,109559.257850093,109992.219494661,110517.533474433,111187.327016413,18461.5694479398,34772.7042127711,41295.1404549696,17380.0056366525,35844.8658666334,157140.096596851,164336.24069239,168015.900200104,170320.944002009,170340.027214418,172543.177074914,170502.409732736,170320.944002009
"bpns-NHSE",52597.6212251958,13260.7815695345,12607.5355145248,15667.7344240469,68417.0662803547,13421.3937034022,13815.0086668516,13824.0612816131,13654.3965329838,59076.6640476743,40576.3829855686,46218.4593891486,45030.730592723,51720.0615962663,0,67258.9209273253,67039.5196866927,161767.703363821,194378.608858393,226096.143339696,156642.603984705,176159.703255971,171360.867691121,169558.903323317,198378.51307005,225001.258930702,208194.939509124,184247.348424527,181172.473549194,178645.234805722,88230.2512367434,94483.2472361393,88494.5276964696,95740.8144117621,89437.0466544997,90382.6293393728,97023.8550727371,98695.3006805185,94639.3270879327,95699.4966536815,96157.9317836014,97743.4153291216,88761.8678830393,89838.1445407729,89497.4476249902,91188.1516580187,92280.184982062,93397.6917914576,71458.5455217003,69293.6496924423,70516.2017765082,70172.528740302,71620.8404335993,72286.3023860175,93082.555967446,94110.8617748993,88809.7511269008,69672.6006394631,71907.964683932,70545.0894143803,70312.8519257876,70815.9313598886,70459.2149585382,64838.2758166567,148659.818509509,148230.008198203,141487.377514872,140818.174101041,133880.919654839,133008.606092761,133536.896192956,149199.395120688,156254.789166049,114167.683429763,113970.373426307,113066.020893096,113056.479286892,113190.236986595,136870.899638119,113833.376786923,137554.077384427,48745.234721885,48681.7455289251,54244.3508850963,71317.2430831303,39929.5516991292,161853.665426083,61182.4909650461,58330.0273308087,149041.042362712,218375.965076485,212884.109910812,179422.137931498,177341.533335851,183159.335375369,178911.871778049,178369.155782991,192006.974505566,185702.313210024,114062.638155092,121665.378452477,122887.930536543,123543.562583827,122642.737289226,123352.755939406,125167.325640258,126205.173053916,124982.533363431,125565.28572356,126891.991124926,122875.062384239,123903.455798111,124336.417442679,124861.731422451,125531.524964431,67643.5286096131,45487.5174139134,60263.9395080782,63820.3628808738,57020.0353458567,171484.294544868,178680.438640407,182360.098148121,184665.141950026,184684.225162435,186887.375022931,184846.607680753,184665.141950026
"bpns-nieuwpoortbank",34451.4409350739,61463.1465183604,65575.7692515516,55174.3899403509,10643.0134155645,61501.6012421086,61406.5865650825,61049.1669494921,61368.1318413343,8182.25687965096,43802.2876966585,23080.8968287319,28100.6626342488,18076.961765652,67258.9209273253,0,6809.82331178718,161477.077354554,194087.982849125,225805.517330431,156351.977975437,175869.077246703,171070.241681853,169268.277314049,198087.887060783,224710.632921437,207904.313499858,183956.722415259,180881.847539926,178354.608796454,88347.2009931104,94192.6212268721,88203.9016872024,95450.1884024949,89146.4206452325,90092.0033301056,96733.2290634699,98404.6746712513,94348.7010786655,95408.8706444143,95867.3057743342,97452.7893198544,89388.2873464494,89547.5185315057,89206.821615723,90897.5256487514,91989.5589727948,93107.0657821903,76568.2984070917,74861.9253141724,75575.0076911951,73499.137651041,77494.7978795551,77192.2673885912,92791.9299581784,93820.2357656319,88519.1251176336,74120.0429056976,71158.8159383221,73005.5998231448,70939.2713891954,70678.1462627307,72002.679894625,25590.4326107125,148369.192500241,147939.382188936,141196.751505604,140527.548091774,133590.293645572,132717.980083493,133246.270183689,148908.76911142,155964.163156781,113877.057420496,113679.747417041,112775.394883829,112765.853277625,112899.610977328,136580.273628852,113542.750777656,137263.451375159,23141.9906449922,42675.1740935349,50630.8662140731,4058.322155805,34993.4432463788,161563.039416815,59261.5618932343,24903.1741447183,148750.416353444,218085.33906722,212593.483901546,179131.51192223,177050.907326583,182868.709366102,178621.245768781,178078.529773723,191716.348496298,185411.687200757,113772.012145826,121374.75244321,122597.304527276,123252.93657456,122352.111279959,123062.129930139,124876.699630991,125914.547044649,124691.907354164,125274.659714293,126601.365115659,122584.436374972,123612.829788844,124045.791433412,124571.105413184,125240.898955164,4979.32173178812,48826.2761515233,55348.7123937195,8166.39591481339,49898.4378053838,171193.6685356,178389.812631139,182069.472138853,184374.515940758,184393.599153167,186596.749013663,184555.981671485,184374.515940758
"bpns-NIEUWPOORTKUST8",30267.7136419002,59949.8107032293,64062.4334364206,58886.5591376172,17452.8367273517,59988.2654269775,59893.2507499514,59535.831134361,59854.7960262032,9455.8570711318,47514.4568939249,21567.5610136008,31812.8318315151,16563.6259505209,67039.5196866927,6809.82331178718,0,155584.299515446,188195.205010018,219912.739491324,150459.20013633,169976.299407596,165177.463842746,163375.499474942,192195.109221676,218817.85508233,202011.535660751,178063.944576152,174989.069700819,172461.830957347,82454.4231540028,88299.8433877644,82311.1238480948,89557.4105633872,83253.6428061249,84199.225490998,90840.4512243622,92511.8968321436,88455.9232395578,89516.0928053066,89974.5279352266,91560.0114807468,83495.5095073418,83654.7406923981,83314.0437766154,85004.7478096438,86096.7811336871,87214.2879430827,70675.5205679842,68969.1474750649,69682.2298520875,67606.3598119334,71602.0200404475,71299.4895494837,86899.1521190708,87927.4579265242,82626.347278526,68227.26506659,65266.0380992146,67112.8219840373,65046.4935500879,64785.3684236232,66109.9020555174,19697.6547716044,142476.414661134,142046.604349829,135303.973666497,134634.770252667,127697.515806465,126825.202244386,127353.492344582,143015.991272313,150071.385317674,107984.279581388,107786.969577933,106882.617044721,106873.075438517,107006.833138221,130687.495789745,107649.972938549,131370.673536052,26854.1598422585,38811.893777723,44738.0883749656,9238.99560077144,33480.1074312478,155670.261577708,53368.7840541268,19508.8693815068,142857.638514337,212192.561228113,206700.706062439,173238.734083123,171158.129487476,176975.931526995,172728.467929674,172185.751934616,185823.570657191,179518.909361649,107879.234306718,115481.974604102,116704.526688168,117360.158735452,116459.333440851,117169.352091031,118983.921791883,120021.769205541,118799.129515056,119381.881875186,120708.587276551,116691.658535864,117720.051949736,118153.013594304,118678.327574076,119348.121116057,2645.65311126886,45390.2584721952,49455.934554612,14976.2192266001,44005.6599662762,165300.890696493,172497.034792032,176176.694299746,178481.738101651,178500.82131406,180703.971174556,178663.203832378,178481.738101651
"s-8",127025.636419482,148720.553112529,149160.167849297,165934.148833411,169827.477088422,148453.125319541,147988.299916678,148335.299498985,148255.727709666,155609.159755864,174821.416603074,145837.671444608,158119.653464727,147423.505415804,161767.703363821,161477.077354554,155584.299515446,0,32710.4389233814,64427.9734046865,5388.49741176292,14491.5333209579,9692.69775610806,7890.73338830408,36710.3431350387,63333.088995692,46526.7695741134,22579.1784895148,19504.3036141816,16977.0648707093,73537.452127078,69220.4410144468,73273.1756673518,68421.3965751627,72330.6567093216,71894.5437314916,67647.8256212308,66536.7966911969,69981.4066353306,69226.9188938085,68717.5367931841,67641.522954707,73005.835480782,71929.5588230484,72270.2557388311,71853.225973411,71372.5562978196,70917.3601075805,90309.1578421212,92474.0536713794,91251.5015873134,91595.1746235205,90218.0733696359,89481.4009778039,71691.018667931,70662.7128604775,72957.9522369205,92095.1027243589,90318.261416232,91222.6139494425,91454.8514380361,90951.7720039354,91308.4884052851,135886.644743843,13179.0952937275,13658.6723194367,20330.0925633543,21198.7658007308,29453.4133760968,30147.2978737096,31769.8854165683,12568.3082431339,5512.91419777234,49434.110879415,50446.5724141404,48701.6824707264,49169.7468132703,49545.4588206098,24932.4089454107,49462.7356980295,24747.7042750024,158416.056502005,119566.107821587,110846.211140483,164823.295116217,137397.632676703,327.916369897294,102215.51546132,136573.903209837,12726.6610011101,56707.7951414755,51215.9399758017,30478.345722941,31973.1477619074,26206.2926930925,17243.7018430362,16700.985847978,30338.8045705546,24034.1432750125,49691.9970661988,42847.9630138073,42917.7925044101,43822.6610896441,41768.7102356495,43382.6179072733,39207.9400670519,40250.5085059126,37554.2962786692,38692.1676934853,39969.1063804472,40456.6553204211,40894.7274258309,40359.8718398542,40323.1875005565,41178.2893713868,158229.952626715,117490.763419947,106128.364960835,164803.511052455,111578.639549171,9816.12460985529,17012.2687053945,20691.9282131087,22996.9720150136,23016.0552274228,25219.2050879187,23178.4377457406,22996.9720150136
"s-4",159636.541914055,181331.458607101,181771.073343869,198545.054327982,202438.382582994,181064.030814112,180599.205411249,180946.204993557,180866.633204238,188220.065250436,207432.322097648,178448.576939182,190730.558959301,180034.410910377,194378.608858393,194087.982849125,188195.205010018,32710.4389233814,0,31717.5344813056,37949.6361919329,18417.9724600385,23221.529050091,24972.5464471905,3999.90421165738,30622.6500723111,13816.3306507322,10182.2074045709,13497.8563312397,15832.9074814796,106148.357621652,101831.346509021,105884.081161926,101032.302069737,104941.562203896,104505.449226066,100258.731115805,99147.7021857714,102592.312129905,101837.824388383,101328.442287759,100252.428449281,105616.740975356,104540.464317623,104881.161233406,104464.131467985,103983.461792394,103528.265602155,122920.063336696,125084.959165954,123862.407081888,124206.080118095,122828.97886421,122092.306472378,104301.924162505,103273.618355052,105568.857731495,124706.008218933,122929.166910807,123833.519444017,124065.756932611,123562.67749851,123919.39389986,168497.550238416,45790.0007883013,46269.5778140104,52940.998057928,53809.6712953044,62064.3188706702,62758.2033682831,64380.7909111417,45179.2137377076,38123.8196923461,82045.0163739889,83057.4779087144,81312.5879653003,81780.6523078442,82156.3643151837,57543.3144399842,82073.6411926033,57358.609769576,191026.961996578,152177.013316161,143457.116635057,197434.20061079,170008.538171276,32524.9434323125,134826.420955895,169184.80870441,45337.5664956838,23997.3562180944,18505.5010524206,57646.4834507659,59141.2854897323,53374.4304209175,44411.8395708613,22734.7844610683,2371.63435282679,8676.29564836882,82302.9025607727,75458.8685083811,75528.6979989839,76433.5665842179,74379.6157302232,75993.523401847,71818.8455616256,72861.4140004863,70165.2017732427,71303.0731880589,72580.0118750208,73067.5608149948,73505.6329204045,72970.7773344278,72934.0929951302,73789.1948659604,190840.858121288,150101.66891452,138739.270455409,197414.416547028,144189.545043745,36984.2623376805,44180.4064332197,47860.0659409338,50165.1097428387,50184.1929552478,52387.3428157437,50346.5754735657,50165.1097428387
"s-1",191354.076395361,213048.993088405,213488.607825172,230262.588809288,234155.9170643,212781.565295417,212316.739892554,212663.739474861,212584.167685542,219937.599731742,239149.856578954,210166.111420487,222448.093440607,211751.945391683,226096.143339696,225805.517330431,219912.739491324,64427.9734046865,31717.5344813056,0,69667.1706732381,50135.5069413439,54939.0635313963,56690.0809284958,27788.8407090624,3859.45599069991,17936.8090502804,41899.7418858764,45215.3908125452,47550.441962785,137865.892102958,133548.880990328,137601.615643232,132749.836551043,136659.096685202,136222.983707372,131976.265597112,130865.236667078,134309.846611211,133555.358869689,133045.976769065,131969.962930588,137334.275456662,136257.998798929,136598.695714712,136181.665949291,135700.9962737,135245.800083461,154637.597818,156802.493647258,155579.941563192,155923.6145994,154546.513345515,153809.840953683,136019.458643811,134991.152836358,137286.392212801,156423.542700238,154646.701392111,155551.053925322,155783.291413915,155280.211979815,155636.928381164,200215.084719721,77507.5352696069,77987.112295316,84658.5325392339,85527.2057766104,93781.8533519764,94475.7378495893,96098.325392448,76896.7482190132,69841.3541736514,113762.550855295,114775.012390021,113030.122446607,113498.186789151,113873.89879649,89260.8489212903,113791.17567391,89076.144250882,222744.496477882,183894.547797465,175174.651116361,229151.735092095,201726.07265258,64242.4779136177,166543.955437199,200902.343185715,77055.1009769894,7720.17826321113,13212.033428885,89364.0179320719,90858.8199710384,85091.9649022234,76129.3740521669,54452.3189423735,34089.1688341324,40393.8301296743,114020.437042079,107176.402989687,107246.23248029,108151.101065524,106097.15021153,107711.057883153,103536.380042932,104578.948481793,101882.736254549,103020.607669365,104297.546356327,104785.095296301,105223.167401711,104688.311815734,104651.627476436,105506.729347267,222558.392602593,181819.203395825,170456.804936714,229131.951028333,175907.07952505,68701.7968189857,75897.9409145252,79577.6004222395,81882.6442241445,81901.7274365537,84104.8772970496,82064.1099548716,81882.6442241445
"s-9",121900.537040366,143595.453733413,144035.068470181,160809.049454294,164702.377709306,143328.025940425,142863.200537562,143210.200119869,143130.62833055,150484.060376748,169696.317223957,140712.572065491,152994.55408561,142298.406036688,156642.603984705,156351.977975437,150459.20013633,5388.49741176292,37949.6361919329,69667.1706732381,0,19730.7305895095,14931.8950246596,13129.9306568557,41949.5404035903,68572.2862642436,51765.966842665,27818.3757580664,24743.5008827332,22216.2621392609,68412.3527479616,64095.3416353304,68148.0762882354,63296.2971960463,67205.5573302052,66769.4443523752,62522.7262421144,61411.6973120805,64856.3072562142,64101.8195146921,63592.4374140677,62516.4235755906,67880.7361016656,66804.459443932,67145.1563597147,66728.1265942946,66247.4569187032,65792.2607284641,85184.0584630048,87348.954292263,86126.402208197,86470.0752444041,85092.9739905195,84356.3015986875,66565.9192888146,65537.6134813611,67832.8528578041,86970.0033452425,85193.1620371156,86097.5145703261,86329.7520589197,85826.672624819,86183.3890261687,130761.545364727,8053.99591461115,8533.57294032029,15204.9931842379,16073.6664216144,24328.3139969804,25022.1984945932,26644.7860374519,7443.20886401751,423.420038363198,44309.0115002987,45321.473035024,43576.58309161,44044.6474341539,44420.3594414935,19807.3095662943,44337.6363189131,19622.604895886,153290.957122889,114441.008442471,105721.111761366,159698.195737101,132272.533297586,5424.69275962037,97090.4160822039,131448.803830721,7601.56162199369,61946.9924100271,56455.1372443533,35717.5429914925,37212.345030459,31445.4899616441,22482.8991115878,21940.1831165296,35578.0018391061,29273.3405435641,44566.8976870824,37722.8636346909,37792.6931252938,38697.5617105277,36643.6108565331,38257.5185281569,34082.8406879356,35125.4091267962,32429.1968995528,33567.0683143689,34844.0070013308,35331.5559413047,35769.6280467145,35234.7724607378,35198.0881214402,36053.1899922704,153104.853247599,112365.66404083,101003.265581719,159678.411673339,106453.540170055,15055.3218784069,22251.4659739461,25931.1254816603,28236.1692835652,28255.2524959743,30458.4023564703,28417.6350142922,28236.1692835652
