"","Koog ad Zaan","Zaangemaal 1","Zaangemaal 2","Zaangemaal 3","Noordzeekanaal","Grote sluis NZK","Middensluis NZK","Kleine sluis NZK","Grote sluis Noordzee","Spuisluis Noordzee","Willem 2 sluis 2","Oranjesluis","ARK Noord","Kleine sluis Noordzee","bpns-Kilmore","Overtoom 1","Spuisluis NZK","Middensluis Noordzee","Kadoelen 5","Kadoelen 2","Kadoelen 3","Kadoelen 4","Kadoelen 1","De Poel","bpns-WK14","bpns-Whitley","Overtoom 3","Overtoom 2","bpns-O6","Spaarne gemaal","Spaarne sluis","Spaarndam","Cruquius","Zijkanaal C kom","Halfweg boezemzijde","Halfweg NZKzijde","Boezem Spaarne","Zwanenburg","bpns-WENDUINEBANKW","PC4C-C05-2","Katwijk 2","Katwijk 1","Katwijk 3","ws-W6","ws-W7","bpns-Trapegeer","bpns-W1","Vinkeveen gemaal","Vinkeveen sluis","ARK Zuid","Berlagerbrug","Loosdrecht2a sluis","Loosdracht 2b gemaal","Loosdrecht 1","Loosdrecht 3","Muiden","ws-DL12","ws-OGDL","ws-TRAWL","Lelystad","Enkhuizen","bpns-nieuwpoortbank","bpns-WK12","ws-STEEN","rel_noordzeekanaal10","rel_noordzeekanaal11","rel_noordzeekanaal5","rel_noordzeekanaal6","rel_noordzeekanaal12","rel_noordzeekanaal13","rel_noordzeekanaal2","rel_noordzeekanaal3","rel_noordzeekanaal7","rel_noordzeekanaal1","rel_noordzeekanaal8","rel_noordzeekanaal14","rel_noordzeekanaal15","rel_noordzeekanaal9","rel_noordzeekanaal4","rel_noordzeekanaal16","rel_noordzeekanaal17"
"Kadoelen 4",12825.2245938622,9952.75998127278,9852.77127304863,9611.37753360248,23293.8330156388,24900.7520142049,25617.8239989321,26176.3364007306,25759.2290301541,26324.8491550428,4262.25466404243,5393.49239628485,8331.63510316226,26534.8723930938,219076.791913469,11704.0195920371,25466.3721390937,26317.7414319526,707.025156110771,782.751086030605,441.3696453736,0,1431.20536743594,10662.7212218678,187508.587140905,229100.7101903,11903.9970084854,11845.4246232589,211446.923811801,20204.2454980224,19680.0427031454,19780.0304043557,29531.6051079503,19655.7799248405,16069.2060978867,15586.4186189937,19980.00681379,19607.2765225467,207665.717829751,185271.422704194,61470.0716082207,61004.4401915562,63201.2410863014,177643.338211567,178584.652908584,232726.981683638,183807.796068358,26797.6477086427,26697.6590004185,29693.1647207756,9065.86919220364,23959.4952205128,24059.483928737,25507.8463654166,22511.1317768192,16387.5487336989,173710.675334602,174241.983335034,175899.166183603,40808.4448219282,46193.1757909281,228699.016560502,181682.713077569,179715.89315836,26566.3058328847,26739.0753234164,13552.3363581068,21462.6833889558,24949.3304390683,23718.101481066,924.158634788428,1006.98977026228,17758.9587494625,19838.601782568,61870.0259376103,13749.3832286513,11359.7060949546,61628.6327016711,699.91743302031,13835.1423924939,36584.7378663585
"Kadoelen 1",11394.0192264263,8521.55461383684,8421.5659056127,8180.17216616654,21862.6276482029,23469.546646769,24186.6186314962,24745.1310332946,24328.0236627182,24893.6437876069,3679.47746991051,6683.2922289918,9548.64458692538,25103.6670256579,217645.586546033,10272.8142246012,24035.1667716577,24886.5360645166,2055.39687053704,1224.12475946117,1048.40760378165,1431.20536743594,0,12011.0929362941,186077.381773469,227669.504822864,10472.7916410495,10414.2192558229,210015.718444365,18773.0401305864,18248.8373357095,18348.8250369198,28100.3997405143,18224.5745574046,14638.0007304508,14155.2132515578,18548.8014463541,18176.0711551107,206234.512462315,183840.217336758,60038.8662407847,59573.2348241202,61770.0357188655,176212.132844131,177153.447541148,231295.776316202,182376.590700922,25566.4187506409,25466.4300424168,30910.1742045388,7834.64023420188,25176.504704276,25276.4934125001,26724.8558491797,23728.1412605824,17677.3485664059,172279.469967166,172810.777967598,174467.960816167,42156.8165363545,47541.5475053543,227267.811193066,180251.507710133,178284.687790924,25335.0768748829,25507.8463654146,12121.1309906709,20031.4780215199,26166.3399228314,24935.1109648292,2213.95846749538,482.787478892966,16327.7533820266,18407.3964151321,60438.8205701744,12318.1778612154,9928.50072751862,60197.4273342352,1024.14734301222,15183.5141069202,37933.1095807848
"De Poel",23405.1121627204,20532.6475501309,20432.6588419068,20191.2651024606,33873.720584497,35480.6395830631,36197.7115677903,36756.2239695888,36339.1165990123,36904.736723901,13700.8526369702,14832.0903692126,17770.23307609,37114.759961952,229656.679482327,22283.9071608953,36046.2597079518,36897.6290008107,10038.5297187667,11445.4723078984,11021.2572142318,10662.7212218678,12011.0929362941,0,198088.474709763,239680.597759158,22483.8845773436,22425.312192117,222026.811380659,30784.1330668805,30259.9302720036,30359.9179732139,40111.4926768084,30235.6674936987,26649.0936667449,26166.3061878519,30559.8943826482,30187.1640914049,218245.605398609,195851.310273052,72049.9591770789,71584.3277604143,73781.1286551596,188223.225780425,189164.540477442,243306.869252496,194387.683637216,36236.2456815705,36136.2569733463,39131.7626937034,18504.4671651314,33398.0931934406,33498.0819016648,34946.4443383444,31949.729749747,15426.6698046022,184290.56290346,184821.870903892,186479.053752461,30228.5572530714,35964.7195123871,239278.90412936,192262.600646427,190295.780727218,36004.9038058125,36177.6732963442,24132.223926965,32042.570957814,34387.9284119961,33156.6994539938,10362.7566077162,11586.8773391204,28338.8463183207,30418.4893514262,72449.9135064685,24329.2707975095,21939.5936638127,72208.5202705293,11362.6386548881,3172.4211706261,26356.2815878175
"bpns-WK14",185504.667520182,182632.202907593,182532.214199369,182290.820459922,164214.754125266,162939.169738741,162056.430447994,161415.084393185,161997.859069781,161763.573556932,186767.254391901,190108.281974074,192636.421508916,160973.714747811,54577.6347359194,176170.212271337,162704.884225892,161356.513014973,188132.778644006,187301.50653293,187125.789377251,187508.587140905,186077.381773469,198088.474709763,0,52017.917995433,176370.189687786,176228.784656564,29795.5248428277,173097.792396614,172690.733365177,172673.577302948,182522.200098719,172373.611178275,178984.111044293,178501.3235654,172756.409948943,182522.181468953,30465.7818714455,46549.4631980216,128482.597944565,127958.394646181,130213.767422645,15617.7735116666,15345.0102778389,58572.7835747365,3935.07859942393,208654.195672631,208554.206964407,213997.951126529,190922.417156192,208264.281626266,208364.27033449,209812.63277117,206815.918182573,201102.338311488,21112.4760720998,21829.5480568277,17628.8139466666,228234.198309823,233618.929278823,55247.6810322321,15064.6592394733,15813.5813035364,208422.853796873,208595.623287405,178018.529037407,174473.374050987,209254.116844822,208022.887886819,188291.340240965,186560.169252362,180673.863695869,167669.985358337,128765.408510516,186428.826154971,184039.149021275,128524.015274576,187101.529116481,201260.895880389,224010.491354254
"bpns-Whitley",227096.790569577,224224.325956988,224124.337248763,223882.943509317,205806.877174661,204531.292788136,203648.553497388,203007.20744258,203589.982119176,203355.696606327,228359.377441296,231700.405023469,234228.544558311,202565.837797206,31976.9618440022,217762.335320732,204297.007275287,202948.636064368,229724.901693401,228893.629582325,228717.912426646,229100.7101903,227669.504822864,239680.597759158,52017.917995433,0,217962.31273718,217820.907705958,22222.3931526053,214689.915446009,214282.856414571,214265.700352342,224114.323148113,213965.734227669,220576.234093688,220093.446614795,214348.532998338,224114.304518348,21552.1361239874,61635.1395287932,170074.72099396,169550.517695576,171805.89047204,67635.6915070993,67362.9282732718,6554.86557930377,55952.9965948567,250246.318722026,250146.330013802,255590.074175924,232514.540205587,249856.404675661,249956.393383885,251404.755820565,248408.041231967,242694.461360882,73130.3940675326,73847.4660522605,69646.7319420994,269826.321359217,275211.052328217,4969.26975001014,47417.997112731,67831.4992989694,250014.976846268,250187.746336799,219610.652086802,216065.497100381,250846.239894216,249615.010936214,229883.463290359,228152.292301757,222265.986745264,209262.108407732,170357.531559911,228020.949204366,225631.272070669,170116.138323971,228693.652165876,242853.018929784,265602.614403648
"Overtoom 3",9900.07738776245,7027.61277517299,6927.62406694885,6686.23032750269,12155.4355625193,13762.3545610853,14479.4265458125,15037.938947611,14620.8315770345,15186.4517019232,11162.6642594812,14503.6918416541,17031.8313764961,15396.4749399742,207938.394460349,199.977416448295,14327.9746859741,15179.343978833,12528.1885115865,11696.9164005107,11521.1992448311,11903.9970084854,10472.7916410495,22483.8845773436,176370.189687786,217962.31273718,0,141.405031222006,200308.526358682,9065.84804490283,8541.64525002588,8641.63295123616,18490.2557470072,8517.38247172099,5096.47595078773,4613.68847189477,8841.6093606705,8634.5463754477,196527.320376632,174133.025251074,50331.6741551011,49866.0427384366,52062.8436331818,166504.940758448,167446.255455465,221588.584230518,172669.398615239,33049.6055402117,32949.6168319875,38393.3609941095,15317.8270237726,32659.6914938467,32759.6802020709,34208.0426387505,31211.3280501531,25497.7481790682,162572.277881483,163103.585881914,164760.768730484,52629.608177404,58014.3391464038,217560.619107382,170544.31562445,168577.49570524,32818.2636644537,32991.0331549854,1765.48311306005,10324.2859358363,33649.5267124022,32418.2977543999,12686.7501085449,10955.5791199424,6786.22860236357,8700.20432944842,50731.6284844907,10824.2360225515,8434.55888885477,50490.2352485516,11496.9389840617,25656.3057479697,48405.9012218343
"Overtoom 2",9841.50500253589,6969.04038994643,6869.05168172228,6627.65794227613,12014.0305312975,13620.9495298636,14338.0215145908,14896.5339163893,14479.4265458128,15045.0466707015,11104.0918742547,14445.1194564275,16973.2589912695,15255.0699087525,207796.989429127,141.405031222006,14186.5696547524,15037.9389476112,12469.61612636,11638.3440152841,11462.6268596046,11845.4246232589,10414.2192558229,22425.312192117,176228.784656564,217820.907705958,141.405031222006,0,200167.12132746,8924.4430136811,8400.24021880415,8500.22792001442,18348.8507157855,8375.97744049926,4955.070919566,4472.28344067303,8700.20432944876,8493.14134422597,196385.91534541,173991.620219853,50190.2691238794,49724.6377072148,51921.4386019601,166363.535727226,167304.850424243,221447.179199297,172527.993584017,32991.0331549851,32891.044446761,38334.7886088829,15259.2546385461,32601.1191086202,32701.1078168443,34149.4702535239,31152.7556649266,25439.1757938416,162430.872850261,162962.180850692,164619.363699262,52571.0357921774,57955.7667611773,217419.214076161,170402.910593228,168436.090674019,32759.6912792271,32932.4607697588,1906.88814428202,10182.8809046146,33590.9543271756,32359.7253691733,12628.1777233183,10897.0067347159,6644.82357114183,8558.79929822669,50590.223453269,10765.663637325,8375.98650362821,50348.8302173298,11438.3665988351,25597.7333627431,48347.3288366077
"bpns-O6",209443.004191078,206570.539578489,206470.550870265,206229.157130818,188153.090796162,186877.506409637,185994.76711889,185353.421064081,185936.195740677,185701.910227828,210705.591062797,214046.61864497,216574.758179812,184912.051418707,36378.8213144942,200108.548942233,186643.220896788,185294.849685869,212071.115314902,211239.843203826,211064.126048147,211446.923811801,210015.718444365,222026.811380659,29795.5248428277,22222.3931526053,200308.526358682,200167.12132746,0,197036.12906751,196629.070036072,196611.913973843,206460.536769614,196311.94784917,202922.447715189,202439.660236296,196694.746619839,206460.518139849,6017.68742393508,50607.964829952,152420.934615461,151896.731317077,154152.104093541,45413.298354494,45140.5351206664,28777.2587319088,33730.6034422513,232592.532343527,232492.543635303,237936.287797425,214860.753827088,232202.618297162,232302.607005386,233750.969442066,230754.254853468,225040.674982384,50908.0009149273,51625.0728996551,47424.338789494,252172.534980719,257557.265949719,25452.1561894046,29764.2107342321,45609.106146364,232361.190467769,232533.959958301,201956.865708303,198411.710721883,233192.453515717,231961.224557715,212229.67691186,210498.505923258,204612.200366765,191608.322029233,152703.745181412,210367.162825867,207977.48569217,152462.351945473,211039.865787377,225199.232551285,247948.828025149
"Spaarne gemaal",18200.3258772995,15327.86126471,15227.8725564859,14986.4788170397,8883.03827134796,10489.957269914,11207.0292546412,11765.5416564397,11348.4342858632,11914.0544107519,19462.9127490182,22803.940331191,25332.0798660331,12124.0776488029,204665.997169178,8865.87062845454,11055.5773948028,11906.9466876617,20828.4370011235,19997.1648900476,19821.4477343681,20204.2454980224,18773.0401305864,30784.1330668805,173097.792396614,214689.915446009,9065.84804490283,8924.4430136811,197036.12906751,0,582.774676596264,424.215093666677,9424.4077021044,724.181218339778,10382.8598315852,10865.6473104781,341.38244767096,10341.4465296299,193254.923085461,170860.627959903,47059.2768639298,46593.6454472653,48790.4463420106,163232.543467277,164173.858164293,218316.186939347,169397.001324068,41349.8540297486,41249.8653215245,46693.6094836464,23618.0755133096,40959.9399833837,41059.9286916078,42508.2911282874,39511.5765396901,33797.9966686051,159299.880590312,159831.188590743,161488.371439312,60929.8566669409,66314.5876359408,214288.221816211,167271.918333279,165305.098414069,41118.5121539906,41291.2816445223,10714.1873945242,1624.0795923587,41949.7752019391,40718.5462439369,20986.9985980818,19255.8276094794,8693.10718000933,5427.80703827712,47459.2311933195,19124.4845120886,16734.8073783918,47217.8379573803,19797.1874735987,33956.5542375067,56706.1497113712
"Spaarne sluis",17676.1230824225,14803.6584698331,14703.6697616089,14462.2760221628,8475.97923991018,10082.8982384762,10799.9702232035,11358.4826250019,10941.3752544254,11506.9953793141,18938.7099541412,22279.7375363141,24807.8770711561,11717.0186173651,204258.93813774,8341.66783357759,10648.518363365,11499.8876562239,20304.2342062465,19472.9620951707,19297.2449394911,19680.0427031454,18248.8373357095,30259.9302720036,172690.733365177,214282.856414571,8541.64525002588,8400.24021880415,196629.070036072,582.774676596264,0,241.393235939259,10007.1823787007,482.787478893048,10624.2535710321,10672.7791276404,441.3696453736,10582.8402690768,192847.864054023,170453.568928465,46652.2178324921,46186.5864158275,48383.3873105728,162825.484435839,163766.799132856,217909.127907909,168989.94229263,40825.6512348717,40725.6625266475,46169.4066887695,23093.8727184326,40435.7371885067,40535.7258967309,41984.0883334105,38987.3737448131,33273.7938737282,158892.821558874,159424.129559305,161081.312407875,60405.653872064,65790.3848410638,213881.162784773,166864.859301841,164898.039382631,40594.3093591137,40767.0788496454,10189.9845996473,1782.64068581042,41425.5724070622,40194.3434490599,20462.7958032049,18731.6248146024,8934.50091945622,5020.74800683934,47052.1721618817,18600.2817172116,16210.6045835148,46810.7789259425,19272.9846787217,33432.3514426297,56181.9469164943
"Spaarndam",17776.1107836328,14903.6461710433,14803.6574628192,14562.263723373,8458.82317768128,10065.7421762473,10782.8141609746,11341.326562773,10924.2191921965,11489.8393170852,19038.6976553515,22379.7252375243,24907.8647723664,11699.8625551362,204241.782075511,8441.65553478786,10631.3623011361,11482.731593995,20404.2219074568,19572.9497963809,19397.2326407014,19780.0304043557,18348.8250369198,30359.9179732139,172673.577302948,214265.700352342,8641.63295123616,8500.22792001442,196611.913973843,424.215093666677,241.393235939259,0,9848.62279577107,299.966124673374,10641.4096332609,10772.7668288507,199.976409434341,10599.9963313057,192830.707991794,170436.412866236,46635.0617702632,46169.4303535986,48366.2312483439,162808.32837361,163749.643070627,217891.971845681,168972.786230401,40925.6389360819,40825.6502278578,46269.3943899798,23193.8604196429,40535.724889717,40635.7135979411,42084.0760346207,39087.3614460234,33373.7815749385,158875.665496645,159406.973497076,161064.156345646,60505.6415732742,65890.3725422741,213864.006722545,166847.703239612,164880.883320402,40694.297060324,40867.0665508556,10289.9723008575,1882.62939403448,41525.5601082724,40294.3311502702,20562.7835044151,18831.6125158127,8951.65698168511,5003.59194461044,47035.0160996528,18700.2694184219,16310.5922847251,46793.6228637136,19372.972379932,33532.33914384,56281.9346177045
"Cruquius",27527.6854872273,24655.2208746379,24555.2321664137,24313.8384269676,18307.4459734524,19914.3649720184,20631.4369567456,21189.9493585441,20772.8419879676,21338.4621128563,28790.2723589461,32131.2999411189,34659.439475961,21548.4853509073,214090.404871282,18290.2783305589,20479.9850969072,21331.3543897661,30155.7966110514,29324.5244999755,29148.807344296,29531.6051079503,28100.3997405143,40111.4926768084,182522.200098719,224114.323148113,18490.2557470072,18348.8507157855,206460.536769614,9424.4077021044,10007.1823787007,9848.62279577107,0,10148.5889204442,13462.3990100635,13945.1864889565,9765.79014977535,13420.9857081083,202679.330787565,180285.035662007,56483.6845660343,56018.0531493697,58214.854044115,172656.951169381,173598.265866398,227740.594641452,178821.409026172,50677.2136396765,50577.2249314524,56020.9690935743,32945.4351232374,50287.2995933116,50387.2883015357,51835.6507382153,48838.936149618,43125.356278533,168724.288292416,169255.596292847,170912.779141417,70257.2162768688,75641.9472458687,223712.629518316,176696.326035383,174729.506116173,50445.8717639185,50618.6412544502,20138.5950966286,9131.54074089989,51277.134811867,50045.9058538648,30314.3582080097,28583.1872194073,11772.6463584877,14852.2147403815,56883.6388954239,28451.8441220164,26062.1669883197,56642.2456594847,29124.5470835265,43283.9138474345,66033.5093212991
"Zijkanaal C kom",17651.8603041176,14779.3956915282,14679.406983304,14438.0132438579,8158.85705300818,9765.77605157424,10482.8480363015,11041.3604380999,10624.2530675234,11189.8731924121,18914.4471758364,22255.4747580092,24783.6142928512,11399.8964304631,203941.815950838,8317.4050552727,10331.396176463,11182.7654693219,20279.9714279416,19448.6993168658,19272.9821611862,19655.7799248405,18224.5745574046,30235.6674936987,172373.611178275,213965.734227669,8517.38247172099,8375.97744049926,196311.94784917,724.181218339778,482.787478893048,299.966124673374,10148.5889204442,0,10941.3757579343,10648.5163493355,382.798770668818,10899.9624559791,192530.741867121,170136.446741563,46335.0956455901,45869.4642289255,48066.2651236708,162508.362248937,163449.676945954,217592.005721007,168672.820105728,40801.3884565668,40701.3997483426,46145.1439104646,23069.6099401277,40411.4744102018,40511.463118426,41959.8255551056,38963.1109665082,33249.5310954233,158575.699371972,159107.007372403,160764.190220973,60381.3910937591,65766.1220627589,213564.040597871,166547.737114939,164580.917195729,40570.0465808088,40742.8160713405,10165.7218213424,2182.59551870786,41401.3096287573,40170.080670755,20438.5330249,18707.3620362976,9251.62310635849,4703.62581993734,46735.0499749797,18576.0189389067,16186.3418052099,46493.6567390405,19248.7219004168,33408.0886643248,56157.6841381894
"Halfweg boezemzijde",14065.2864771638,11192.8218645743,11092.8331563502,10851.439416904,14769.3569190268,16376.2759175929,17093.3479023201,17651.8603041185,17234.7529335421,17800.3730584308,15327.8733488825,18668.9009310553,21197.0404658974,18010.3962964818,210552.315816857,4896.49853433944,16941.8960424816,17793.2653353405,16693.3976009878,15862.1254899119,15686.4083342324,16069.2060978867,14638.0007304508,26649.0936667449,178984.111044293,220576.234093688,5096.47595078773,4955.070919566,202922.447715189,10382.8598315852,10624.2535710321,10641.4096332609,13462.3990100635,10941.3757579343,0,482.787478892966,10641.4096332609,3538.07042465997,199141.241733139,176746.946607582,52945.5955116087,52479.9640949442,54676.7649896894,169118.862114955,170060.176811972,224202.505587026,175283.319971746,37214.814629613,37114.8259213888,42558.5700835108,19483.0361131739,36824.900583248,36924.8892914722,38373.2517281518,35376.5371395544,29662.9572684695,165186.19923799,165717.507238422,167374.690086991,56794.8172668053,62179.5482358051,220174.54046389,173158.236980957,171191.417061748,36983.472753855,37156.2422443867,6744.81530040913,8841.61288522191,37814.7358018035,36583.5068438012,16851.9591979462,15120.7882093437,1689.75265157583,11314.125685956,53345.5498409983,14989.4451119529,12599.7679782561,53104.1566050591,15662.148073463,29821.514837371,52571.1103112356
"Halfweg NZKzijde",13582.4989982708,10710.0343856814,10610.0456774572,10368.6519380111,14286.5694401338,15893.4884386999,16610.5604234271,17169.0728252256,16751.9654546491,17317.5855795378,14845.0858699896,18186.1134521624,20714.2529870044,17527.6088175888,210069.528337964,4413.71105544647,16459.1085635887,17310.4778564475,16210.6101220948,15379.338011019,15203.6208553395,15586.4186189937,14155.2132515578,26166.3061878519,178501.3235654,220093.446614795,4613.68847189477,4472.28344067303,202439.660236296,10865.6473104781,10672.7791276404,10772.7668288507,13945.1864889565,10648.5163493355,482.787478892966,0,10972.743238285,4020.85790355294,198658.454254246,176264.159128689,52462.8080327157,51997.1766160512,54193.9775107964,168636.074636062,169577.389333079,223719.718108133,174800.532492853,36732.02715072,36632.0384424959,42075.7826046178,19000.2486342809,36342.1131043551,36442.1018125792,37890.4642492588,34893.7496606615,29180.1697895765,164703.411759097,165234.719759529,166891.902608098,56312.0297879123,61696.7607569122,219691.752984997,172675.449502064,170708.629582855,36500.685274962,36673.4547654937,6262.02782151616,9324.40036411487,37331.9483229105,36100.7193649082,16369.1717190532,14638.0007304508,2172.5401304688,10831.338207063,52862.7623621053,14506.6576330599,12116.9804993632,52621.3691261662,15179.36059457,29338.727358478,52088.3228323426
"Boezem Spaarne",17976.0871930671,15103.6225804777,15003.6338722535,14762.2401328074,8541.655823677,10148.5748222431,10865.6468069703,11424.1592087687,11007.0518381923,11572.6719630809,19238.6740647859,22579.7016469587,25107.8411818007,11782.695201132,204324.614721507,8641.6319442222,10714.1949471318,11565.5642399907,20604.1983168911,19772.9262058153,19597.2090501357,19980.00681379,18548.8014463541,30559.8943826482,172756.409948943,214348.532998338,8841.6093606705,8700.20432944876,196694.746619839,341.38244767096,441.3696453736,199.976409434341,9765.79014977535,382.798770668818,10641.4096332609,10972.743238285,0,10599.9963313057,192913.54063779,170519.245512232,46717.8944162589,46252.2629995943,48449.0638943396,162891.161019606,163832.475716622,217974.804491676,169055.618876397,41125.6153455163,41025.6266372921,46469.3707994141,23393.8368290772,40735.7012991513,40835.6900073755,42284.0524440551,39287.3378554577,33573.7579843728,158958.498142641,159489.806143072,161146.988991641,60705.6179827086,66090.3489517084,213946.83936854,166930.535885608,164963.715966398,40894.2734697583,41067.04296029,10489.9487102919,1882.62939403448,41725.5365177068,40494.3075597045,20762.7599138495,19031.5889252471,8951.65698168511,5086.42459060616,47117.8487456485,18900.2458278562,16510.5686941594,46876.4555097093,19572.9487893663,33732.3155532743,56481.9110271389
"Zwanenburg",17603.3569018238,14730.8922892343,14630.9035810102,14389.509841564,18307.4273436868,19914.3463422528,20631.4183269801,21189.9307287785,20772.823358202,21338.4434830907,18021.6817002666,21362.7092824394,23890.8488172815,21548.4667211417,214090.386241517,8434.56895899941,20479.9664671416,21331.3357600005,20231.4680256478,19400.1959145719,19224.4787588924,19607.2765225467,18176.0711551107,30187.1640914049,182522.181468953,224114.304518348,8634.5463754477,8493.14134422597,206460.518139849,10341.4465296299,10582.8402690768,10599.9963313057,13420.9857081083,10899.9624559791,3538.07042465997,4020.85790355294,10599.9963313057,0,202679.312157799,180285.017032242,56483.6659362687,56018.0345196041,58214.8354143494,172656.932539615,173598.247236632,227740.576011686,178821.390396406,39791.4792175584,39691.4905093343,45252.3784348949,22059.7007011194,39518.7089346321,39618.6976428562,41067.0600795359,38070.3454909385,32356.7656198535,168724.26966265,169255.577663082,170912.760511651,60332.8876914653,65717.6186604651,223712.61088855,176696.307405617,174729.487486408,39560.1373418004,39732.9068323321,10282.8857250691,8800.19958326664,40508.5441531875,39277.3151951853,20390.0296226061,18658.8586340037,1989.72230079917,14852.1961106159,56883.6202656583,18527.5155366129,16137.8384029161,56642.2270297191,19200.218498123,33359.585262031,56109.1807358955
"bpns-WENDUINEBANKW",205661.798209028,202789.333596439,202689.344888215,202447.951148769,184371.884814113,183096.300427587,182213.56113684,181572.215082032,182154.989758627,181920.704245779,206924.385080747,210265.41266292,212793.552197762,181130.845436658,31649.715288384,196327.342960183,182862.014914739,181513.643703819,208289.909332852,207458.637221777,207282.920066097,207665.717829751,206234.512462315,218245.605398609,30465.7818714455,21552.1361239874,196527.320376632,196385.91534541,6017.68742393508,193254.923085461,192847.864054023,192830.707991794,202679.330787565,192530.741867121,199141.241733139,198658.454254246,192913.54063779,202679.312157799,0,44590.2774060204,148639.728633411,148115.525335027,150370.898111492,46083.5553831119,45810.7921492844,28107.0017032909,34400.8604708693,228811.326361477,228711.337653253,234155.081815375,211079.547845038,228421.412315112,228521.401023336,229969.763460016,226973.048871419,221259.469000334,51578.2579435452,52295.329928273,48094.5958181119,248391.328998669,253776.059967669,24781.8991607866,25983.0047521823,46279.3631749819,228579.984485719,228752.753976251,198175.659726253,194630.504739833,229411.247533668,228180.018575665,208448.470929811,206717.299941208,200830.994384715,187827.116047183,148922.539199362,206585.956843817,204196.279710121,148681.145963423,207258.659805327,221418.026569235,244167.6220431
"PC4C-C05-2",183267.503083471,180395.038470881,180295.049762657,180053.656023211,161977.589688555,160702.00530203,159819.266011282,159177.919956474,159760.69463307,159526.409120221,184530.08995519,187871.117537362,190399.257072205,158736.5503111,39018.2666822945,173933.047834626,160467.719789181,159119.348578262,185895.614207295,185064.342096219,184888.62494054,185271.422704194,183840.217336758,195851.310273052,46549.4631980216,61635.1395287932,174133.025251074,173991.620219853,50607.964829952,170860.627959903,170453.568928465,170436.412866236,180285.035662007,170136.446741563,176746.946607582,176264.159128689,170519.245512232,180285.017032242,44590.2774060204,0,135441.218937786,134917.015639402,137172.388415866,56767.1176787758,57239.8573220378,65261.4110221154,47652.2660098435,206417.031235919,206317.042527695,211760.786689816,188685.25271948,206027.117189554,206127.105897778,207575.468334458,204578.75374586,198865.173874775,57871.6366296768,58754.375920424,56955.8177475538,225997.033873111,231381.764842111,61233.4458989822,31777.6633671448,58371.0975718152,206185.689360161,206358.458850692,175781.364600695,172236.209614275,207016.952408109,205785.723450107,186054.175804252,184323.00481565,178436.699259157,165432.820921625,135724.029503736,184191.661718259,181801.984584562,135482.636267797,184864.364679769,199023.731443677,221773.326917541
"Katwijk 2",59466.1519874978,56593.6873749083,56493.6986666841,56252.304927238,38176.2385925818,36900.6542060568,36017.9149153091,35376.568860501,35959.3435370967,35725.058024248,60728.7388592165,64069.7664413893,66597.9059762314,34935.1992151269,169246.58814706,50131.6967386528,36666.3686932081,35317.9974822887,62094.2631113218,61262.9910002459,61087.2738445664,61470.0716082207,60038.8662407847,72049.9591770789,128482.597944565,170074.72099396,50331.6741551011,50190.2691238794,152420.934615461,47059.2768639298,46652.2178324921,46635.0617702632,56483.6845660343,46335.0956455901,52945.5955116087,52462.8080327157,46717.8944162589,56483.6659362687,148639.728633411,135441.218937786,0,524.203298383847,1731.16947808072,118617.349015227,119558.663712244,175809.580229193,124781.806872018,82615.6801399469,82515.6914317228,87959.4355938447,64883.9016235081,82225.766093582,82325.7548018061,83774.1172384857,80777.4026498884,75063.8227788035,114684.686138262,115215.994138693,116873.176987263,102195.682777139,107580.413746139,172484.477686688,123769.589633896,120689.903962019,82384.3382641889,82557.1077547206,51980.0135047227,48434.8585183026,83215.6013121374,81984.3723541352,62252.8247082804,60521.6537196779,54635.3481631847,41631.4698256528,624.191503100359,60390.3106222871,58000.6334885903,382.798267161182,61063.0135837972,75222.3803477051,97971.9758215693
"Katwijk 1",59000.5205708332,56128.0559582438,56028.0672500196,55786.6735105735,37710.6071759173,36435.0227893923,35552.2834986446,34910.9374438365,35493.7121204322,35259.4266075834,60263.107442552,63604.1350247248,66132.2745595669,34469.5677984624,168722.384848676,49666.0653219883,36200.7372765435,34852.3660656242,61628.6316946573,60797.3595835814,60621.6424279019,61004.4401915562,59573.2348241202,71584.3277604143,127958.394646181,169550.517695576,49866.0427384366,49724.6377072148,151896.731317077,46593.6454472653,46186.5864158275,46169.4303535986,56018.0531493697,45869.4642289255,52479.9640949442,51997.1766160512,46252.2629995943,56018.0345196041,148115.525335027,134917.015639402,524.203298383847,0,2255.37277646456,118093.145716843,119034.46041386,175285.376930809,124257.603573634,82150.0487232824,82050.0600150582,87493.8041771801,64418.2702068436,81760.1346769174,81860.1233851416,83308.4858218212,80311.7712332239,74598.191362139,114160.482839878,114691.790840309,116348.973688879,101730.051360475,107114.782329474,171960.274388304,123245.386335512,120165.700663636,81918.7068475244,82091.4763380561,51514.3820880581,47969.227101638,82749.9698954729,81518.7409374706,61787.1932916158,60056.0223030134,54169.7167465201,41165.8384089882,865.585746054148,59924.6792056225,57535.0020719257,624.192510114972,60597.3821671327,74756.7489310405,97506.3444049048
