"","gn-14","gn-13","gn-11","gn-10","gn-9","gn-7","gn-6","gn-5","gn-4","gn-3","gn-2","gn-1","bn-3","bn-2","bn-1","bn-Walem","ru-1","me-7-2b","s-9a","s-10a","ak-41","s-12","ws-53A","ws-borssele","ws-WN2","rel_grotenete1","s-8","s-8a","s-9","s-STD3","ws-42A","ws-HW6","ws-18","ws-16","ws-12A","ws-15","ws-6","s-7","s-6","ws-55","ws-13","s-11","ws-PVTSS","ws-4","gn-8","ws-F42","ws-OGDL","ws-OG10","ws-11","ws-15A","ws-A1","ws-W7","ws-A3","ws-2C","s-4c","s-4b","s-4a","s-5","ws-25A","ws-TRAWL","ws-F53","ws-12","ws-14","ws-A5","ws-STEEN","ws-25B","ws-23","ws-PPC","rel_grotenete3","ws-DL12","rel_grotenete2","ws-DL7","ws-25","ws-53"
"ws-OGDL",164884.091402011,162635.556712593,158297.178968243,157190.11691672,154393.169184811,144575.288274742,141278.333263629,134652.944190601,130231.822769816,126044.985650238,123906.575335959,123482.322219536,121716.698525975,119643.975978799,115349.986393668,110756.040889832,103330.866264562,99885.4071366853,87377.1576492504,79910.4295026952,79769.011797221,65357.0481116671,40661.4211027454,14848.9644143338,5449.62697080308,165932.600546538,93025.7337624489,93325.7381299709,87618.5768105652,61501.4279419167,41499.9174635336,41538.4667760207,26359.4926024022,24669.6149968184,22114.0864262238,17120.1673982375,17513.0060622811,100778.115808282,102726.549232543,40761.4144837831,16167.4079361964,65598.4753477849,16515.9472638541,17123.0424101876,149513.513258077,41848.4567911913,0,1282.84996935574,15860.292932976,18110.0913365573,18882.8837806377,7656.7373357848,19972.8010999953,16411.6940346585,110534.706071057,113124.629078419,116463.064937589,107879.111446199,23793.954159751,4201.10683979191,40609.9869062515,20865.6066692274,23321.1418587837,21104.1427437892,8125.41898544189,25442.4074408982,22269.7738519132,20752.7284041829,164925.507651645,882.795697174772,165125.510563326,3031.21588351066,23293.9872545623,40809.973668327
"ws-OG10",165639.74718873,163391.212499312,159052.834754961,157945.772703439,155148.82497153,145330.944061461,142033.989050348,135408.59997732,130987.478556534,126800.641436957,124662.231122678,124237.978006255,122472.354312693,120399.631765517,116105.642180386,111511.696676551,104086.522051281,100641.062923404,88132.8134359692,80666.085289414,80524.6675839397,66112.7038983858,41417.0768894642,15604.6202010525,6566.81194162437,166688.256333257,93781.3895491677,94081.3939166896,88374.232597284,62257.0837286355,42255.5732502524,42294.1225627395,27115.148389121,25425.2707835372,22869.7422129425,17875.8231849563,18268.6618489998,101533.771595001,103482.205019262,41517.0702705019,16923.0637229152,66354.1311345037,17271.6030505728,17878.6981969063,150269.169044796,42604.1125779101,1282.84996935574,0,16615.9487196948,18865.747123276,19638.5395673565,8773.92230660609,20728.456886714,17167.3498213773,111290.361857775,113880.284865138,117218.720724308,108634.767232917,24549.6099464697,5259.71467920911,41365.6426929703,21621.2624559462,24076.7976455025,21859.798530508,9242.60395626318,26198.063227617,23025.429638632,21508.3841909017,165681.163438364,1248.51205620879,165881.166350045,2665.5318236897,24049.6430412811,41565.6294550458
"ws-11",149023.798469035,146775.263779616,142436.886035266,141329.823983744,138532.876251835,128714.995341766,125418.040330653,118792.651257625,114371.52983684,110184.692717263,108046.282402983,107622.02928656,105856.405592999,103783.683045823,99489.6934606917,94895.7479568563,87470.5733315863,84025.1142037095,71516.8647162746,64050.1365697194,63908.7188642451,49496.755178691,24801.1281697694,2241.44827812867,17703.0882918339,150072.307613562,77165.4408294731,77465.4451969951,71758.2838775894,45641.1350089406,25639.6245305576,25678.1738430446,10499.1996694263,8867.8991952468,6898.14193869318,2841.4570131726,2589.94723177091,84917.8228753063,86866.2562995674,24901.1215508071,541.423528836885,49738.1824148089,1182.84851351508,1848.52079125272,133653.220325101,25988.1638582152,15860.292932976,16615.9487196948,0,3831.38095149238,4897.05905259338,17623.1146549103,5928.39924054685,1048.49299492093,94674.4131380809,97264.336145443,100602.772004613,92018.8185132228,8753.74106643273,17658.7889554472,24749.6939732755,5883.97070731322,7812.31171423257,7059.74088434089,17154.5622021015,9933.57729634714,7873.9092040402,7411.25212158389,149065.214718669,16743.0886301508,149265.21763035,18891.5088164867,8546.65981826467,24949.6807353509
"ws-15A",147353.940607565,145105.405918147,140767.028173797,139659.966122275,136863.018390365,127045.137480296,123748.182469184,117122.793396155,112701.67197537,108514.834855793,106376.424541514,105952.17142509,104186.547731529,102113.825184353,97819.8355992221,93225.8900953866,85800.7154701167,82355.2563422399,69847.006854805,62380.2787082497,62238.8610027754,47826.8973172213,23131.2703082997,6072.82922962105,19952.8866954151,148402.449752092,75495.5829680035,75795.5873355255,70088.4260161198,43971.2771474709,23969.7666690879,24008.3159815749,8249.40126584505,6559.52366026122,4003.99508966653,989.923938319781,1241.43371972147,83247.9650138367,85196.3984380977,23231.2636893375,3289.9574226555,48068.3245533392,2648.5324379773,1982.86016023966,131983.362463632,24318.3059967455,18110.0913365573,18865.747123276,3831.38095149238,0,1065.678101101,19624.3671118722,2097.01828905447,4100.05968946777,93004.5552766114,95594.4782839735,98932.9141431435,90348.9606517533,5683.86282319374,19908.5873590284,23079.8361118058,2755.51533267015,5211.05052222649,3228.35993284852,18990.1173613173,7332.31610434099,4159.68251535599,3579.87117009152,147395.356857199,18992.887033732,147595.35976888,21141.3072200679,5183.89591800511,23279.8228738813
"ws-A1",147326.786003344,145078.251313925,140739.873569575,139632.811518053,136835.863786144,127017.982876075,123721.027864962,117095.638791934,112674.517371149,108487.680251572,106349.269937292,105925.016820869,104159.393127308,102086.670580132,97792.6809950007,93198.7354911653,85773.5608658953,82328.1017380185,69819.8522505836,62353.1241040283,62211.7063985541,47799.7427129999,23104.1157040783,7138.50733072205,20725.6791394955,148375.295147871,75468.4283637821,75768.4327313041,70061.2714118984,43944.1225432495,23942.6120648665,23981.1613773536,7476.60882176463,5786.7312161808,3231.20264558611,2055.60203942078,2307.11182082246,83220.8104096153,85169.2438338763,23204.1090851161,4355.63552375649,48041.1699491178,3714.21053907829,3048.53826134066,131956.20785941,24291.1513925241,18882.8837806377,19638.5395673565,4897.05905259338,1065.678101101,0,20397.1595559526,1089.91731935759,5165.7377905685,92977.4006723899,95567.323679752,98905.759538922,90321.8060475318,4911.07037911331,20681.3798031089,23052.6815075844,1982.72288858973,4438.25807814607,2221.2589631516,19762.9098053977,6559.52366026057,3386.89007127553,2514.19306899052,147368.202252977,19765.6794778125,147568.205164659,21914.0996641483,4411.10347392469,23252.6682696599
"ws-W7",166398.367177326,164149.832487908,159811.454743558,158704.392692036,155907.444960126,146089.564050057,142792.609038944,136167.219965916,131746.098545131,127559.261425553,125420.851111274,124996.597994851,123230.974301289,121158.251754114,116864.262168983,112270.316665147,104845.142039877,101399.682912,88891.4334245653,81424.7052780102,81283.2875725359,66871.323886982,42175.6968780604,18434.456411477,2207.11036498173,167446.876321853,94540.0095377639,94840.0139052858,89132.8525858802,63015.7037172317,43014.1932388486,43052.7425513357,27873.7683777172,26183.8907721334,23628.3622015387,18634.4431735524,19027.281837596,102292.391583597,104240.825007858,42275.6902590981,17681.6837115115,67112.7511230999,18030.223039169,18637.3181855025,151027.789033393,43362.7325665063,7656.7373357848,8773.92230660609,17623.1146549103,19624.3671118722,20397.1595559526,0,21487.0768753102,18671.6076498311,112048.981846372,114638.904853734,117977.340712904,109393.387221514,25308.2299350659,3514.20762739699,42124.2626815664,22379.8824445423,24835.4176340987,22618.4185191042,1131.34164379471,26956.6832162132,23784.0496272282,22267.0041794979,166439.783426959,7525.4102503973,166639.786338641,7338.5102424027,24808.2630298773,42324.2494436419
"ws-A3",146816.809226098,144568.274536679,140229.896792329,139122.834740807,136325.887008897,126508.006098829,123211.051087716,116585.662014688,112164.540593903,107977.703474326,105839.293160046,105415.040043623,103649.416350062,101576.693802886,97282.7042177547,92688.7587139192,85263.5840886493,81818.1249607725,69309.8754733376,61843.1473267823,61701.729621308,47289.7659357539,22594.1389268323,8169.84751867552,21815.5964588531,147865.318370625,74958.4515865361,75258.455954058,69551.2946346524,43434.1457660035,23432.6352876205,23471.1846001075,6386.69150240704,4696.81389682322,2141.28532622852,3086.94222737425,3338.45200877594,82710.8336323693,84659.2670566303,22694.13230787,5386.97571170997,47531.1931718718,4745.55072703177,4079.87844929413,131446.231082164,23781.1746152781,19972.8010999953,20728.456886714,5928.39924054685,2097.01828905447,1089.91731935759,21487.0768753102,0,6197.07797852197,92467.4238951439,95057.346902506,98395.782761676,89811.8292702858,3821.15305975573,21771.2971224664,22542.7047303384,1307.04881359754,3348.34075878848,1131.34164379405,20852.8271247553,5469.60634090298,2296.97275191794,1482.85288103705,146858.225475731,20855.59679717,147058.228387413,23004.0169835059,3321.1861545671,22742.6914924138
"ws-2C",148472.397367352,146223.862677934,141885.484933584,140778.422882062,137981.475150152,128163.594240083,124866.639228971,118241.250155942,113820.128735157,109633.29161558,107494.881301301,107070.628184878,105305.004491316,103232.28194414,98938.2923590093,94344.3468551738,86919.1722299039,83473.7131020271,70965.4636145922,63498.7354680369,63357.3177625627,48945.3540770086,24249.727068087,1972.76954015355,18254.4893935163,149520.906511879,76614.0397277907,76914.0440953126,71206.882775907,45089.7339072582,25088.2234288751,25126.7727413622,10416.415618977,9136.57793322192,7166.8206766683,3689.96324601812,2941.45846901326,84366.4217736239,86314.8551978849,24349.7204491247,1389.9297616824,49186.7813131264,1948.52224709337,2282.86452776228,133101.819223419,25436.7627565328,16411.6940346585,17167.3498213773,1048.49299492093,4100.05968946777,5165.7377905685,18671.6076498311,6197.07797852197,0,94123.0120363985,96712.9350437606,100051.370902931,91467.4174115404,9022.41980440784,18210.1900571297,24198.292871593,6152.64944528834,8080.99045220768,7328.41962231601,18203.0551970224,10202.2560343223,8142.58794201532,7679.93085955901,148513.813616986,17294.4897318332,148713.816528667,19442.9099181691,8815.33855623979,24398.2796336685
"s-4c",83714.7281560993,81466.193466681,77127.815722331,76020.7536708089,73223.8059388993,63405.9250288309,60108.9700177181,53483.5809446896,49062.4595239045,44875.6224043272,42737.212090048,42312.9589736246,40547.3352800632,38474.6127328873,34180.6231477561,29586.6776439206,22161.5030186505,18716.0438907737,23157.5484218066,30624.2765683618,30765.6942738361,45177.6579593902,70287.5282126771,95861.4730509355,112377.501429915,84763.2373006262,17508.9723086081,17208.9679410861,22916.1292604917,49033.2781291406,70526.064287239,71564.5474101033,87654.8567213265,88764.7937847989,90408.9872177884,93414.5386728196,93021.700008776,9756.59026277476,7808.1568385137,69773.291587274,94367.2981348605,45219.0822838268,94018.7588072029,93411.6636608695,68344.1500121661,70674.6168528212,110534.706071057,111290.361857775,94674.4131380809,93004.5552766114,92977.4006723899,112048.981846372,92467.4238951439,94123.0120363985,0,2589.92300736209,5928.35886653209,2655.59462485811,89889.0005684858,112333.202093528,70836.0543024096,91160.3750815464,89616.175029594,91998.8714423346,111414.732095817,88737.6391805771,91164.6349297043,92847.3776751807,83756.144405733,111417.501768232,83956.1473174143,113565.921954567,90388.9674736744,70636.0675403341
"s-4b",86304.6511634614,84056.1164740431,79717.7387296931,78610.676678171,75813.7289462614,65995.848036193,62698.8930250802,56073.5039520517,51652.3825312667,47465.5454116894,45327.1350974102,44902.8819809867,43137.2582874254,41064.5357402494,36770.5461551183,32176.6006512827,24751.4260260126,21305.9668981358,25747.4714291687,33214.1995757239,33355.6172811982,47767.5809667523,72877.4512200392,98451.3960582976,114967.424437277,87353.1603079883,20098.8953159701,19798.8909484482,25506.0522678538,51623.2011365027,73115.987294601,74154.4704174653,90244.7797286886,91354.716792161,92998.9102251505,96004.4616801817,95611.6230161381,12346.5132701369,10398.0798458758,72363.2145946361,96957.2211422226,47809.0052911889,96608.681814565,96001.5866682316,70934.0730195282,73264.5398601831,113124.629078419,113880.284865138,97264.336145443,95594.4782839735,95567.323679752,114638.904853734,95057.346902506,96712.9350437606,2589.92300736209,0,3338.43585917,5245.5176322202,92478.9235758479,114923.12510089,73425.9773097717,93750.2980889085,92206.0980369561,94588.7944496967,114004.655103179,91327.5621879391,93754.5579370664,95437.3006825428,86346.0674130951,114007.424775594,86546.0703247764,116155.844961929,92978.8904810365,73225.9905476962
"s-4a",89643.0870226313,87394.5523332131,83056.174588863,81949.112537341,79152.1648054314,69334.2838953629,66037.3288842502,59411.9398112217,54990.8183904367,50803.9812708594,48665.5709565802,48241.3178401567,46475.6941465954,44402.9715994194,40108.9820142883,35515.0365104527,28089.8618851826,24644.4027573058,29085.9072883387,36552.635434894,36694.0531403682,51106.0168259223,76215.8870792092,101789.831917468,118305.860296447,90691.5961671582,23437.3311751401,23137.3268076182,28844.4881270238,54961.6369956727,76454.423153771,77492.9062766353,93583.2155878587,94693.152651331,96337.3460843205,99342.8975393517,98950.0588753081,15684.9491293069,13736.5157050458,75701.6504538061,100295.657001393,51147.4411503589,99947.1176737351,99340.0225274016,74272.5088786981,76602.9757193532,116463.064937589,117218.720724308,100602.772004613,98932.9141431435,98905.759538922,117977.340712904,98395.782761676,100051.370902931,5928.35886653209,3338.43585917,0,8583.9534913902,95817.3594350179,118261.56096006,76764.4131689417,97088.7339480785,95544.5338961261,97927.2303088667,117343.090962349,94665.9980471091,97092.9937962364,98775.7365417128,89684.5032722651,117345.860634764,89884.5061839464,119494.280821099,96317.3263402065,76564.4264068662
"s-5",81059.1335312412,78810.5988418229,74472.2210974729,73365.1590459508,70568.2113140412,60750.3304039727,57453.3753928599,50827.9863198314,46406.8648990464,42220.0277794691,40081.6174651899,39657.3643487664,37891.7406552051,35819.0181080291,31525.028522898,26931.0830190625,19505.9083937924,16060.4492659156,20501.9537969485,27968.6819435037,28110.099648978,42522.0633345321,67631.9335878191,93205.8784260774,109721.906805057,82107.6426757681,14853.37768375,14553.373316228,20260.5346356336,46377.6835042825,67870.4696623809,68908.9527852453,84999.2620964684,86109.1991599407,87753.3925929303,90758.9440479615,90366.1053839179,7100.99563791665,5152.56221365559,67117.696962416,91711.7035100024,42563.4876589686,91363.1641823448,90756.0690360114,65688.555387308,68019.0222279631,107879.111446199,108634.767232917,92018.8185132228,90348.9606517533,90321.8060475318,109393.387221514,89811.8292702858,91467.4174115404,2655.59462485811,5245.5176322202,8583.9534913902,0,87233.4059436277,109677.60746867,68180.4596775515,88504.7804566884,86960.5804047359,89343.2768174765,108759.137470959,86082.044555719,88509.0403048462,90191.7830503226,81100.549780875,108761.907143373,81300.5526925563,110910.327329709,87733.3728488163,67980.4729154761
"ws-25A",144238.38589944,141989.851210021,137651.473465671,136544.411414149,133747.463682239,123929.582772171,120632.627761058,114007.23868803,109586.117267245,105399.280147667,103260.869833388,102836.616716965,101070.993023404,98998.2704762276,94704.2808910966,90110.3353872611,82685.1607619911,79239.7016341143,66731.4521466794,59264.7240001241,59123.3062946499,44711.3426090957,20015.7156001741,10995.1893445614,25636.7495186089,145286.895043966,72380.028259878,72680.0326273999,66972.8713079943,40855.7224393453,20854.2119609623,20892.7612734494,2565.53844265132,1124.20678368673,1855.59912773955,6673.78676151348,6280.94809746998,80132.4103057112,82080.8437299722,20115.7089812119,8212.31753759584,44952.7698452136,7570.89255291765,6905.22027518001,128867.807755506,21202.7512886199,23793.954159751,24549.6099464697,8753.74106643273,5683.86282319374,4911.07037911331,25308.2299350659,3821.15305975573,9022.41980440784,89889.0005684858,92478.9235758479,95817.3594350179,87233.4059436277,0,25592.4501822221,19964.2814036802,2928.34749052359,941.429352200162,2689.81141596175,24673.980184511,1648.45328114725,1524.18030783779,3041.22575556809,144279.802149073,24676.7498569257,144479.805060755,26825.1700432616,499.96690518863,20164.2681657556
"ws-TRAWL",166682.587424482,164434.052735064,160095.674990714,158988.612939192,156191.665207282,146373.784297213,143076.829286101,136451.440213072,132030.318792287,127843.48167271,125705.07135843,125280.818242007,123515.194548446,121442.47200127,117148.482416139,112554.536912303,105129.362287033,101683.903159156,89175.6536717216,81708.9255251664,81567.5078196921,67155.5441341383,42459.9171252166,16647.4604368049,1307.09726241526,167731.096569009,94824.2297849201,95124.2341524421,89417.0728330364,63299.9239643879,43298.4134860049,43336.9627984919,28157.9886248734,26468.1110192896,23912.5824486949,18918.6634207087,19311.5020847522,102576.611830753,104525.045255014,42559.9105062544,17965.9039586676,67396.9713702561,18314.4432863252,18921.5384326587,151312.009280549,43646.9528136625,4201.10683979191,5259.71467920911,17658.7889554472,19908.5873590284,20681.3798031089,3514.20762739699,21771.2971224664,18210.1900571297,112333.202093528,114923.12510089,118261.56096006,109677.60746867,25592.4501822221,0,42408.4829287227,22664.1026916986,25119.6378812549,22902.6387662604,3982.88927705407,27240.9034633694,24068.2698743844,22551.2244266541,166724.003674116,4011.20262300032,166924.006585797,3824.30261500572,25092.4832770335,42608.4696907981
"ws-F53",125185.439633363,122936.904943945,118598.527199595,117491.465148073,114694.517416163,104876.636506094,101579.681494982,94954.2924219534,90533.1710011684,86346.3338815912,84207.9235673121,83783.6704508886,82018.0467573273,79945.3242101513,75651.3346250203,71057.3891211848,63632.2144959148,60186.755368038,47678.505880603,40211.7777340476,40070.3600285734,25658.3963430193,724.257483944762,25936.7538861301,42452.7822651094,126233.94877789,53327.0819938015,53627.0863613235,47919.9250419178,21802.776173269,948.507688686251,2041.44536644736,17730.1375565212,18840.0746199934,20484.2680529829,23489.8195080141,23096.9808439705,61079.4640396349,63027.8974638959,1765.68829198492,24442.5789700551,25899.8235791372,24094.0396423974,23486.944496064,109814.86148943,1589.93267336445,40609.9869062515,41365.6426929703,24749.6939732755,23079.8361118058,23052.6815075844,42124.2626815664,22542.7047303384,24198.292871593,70836.0543024096,73425.9773097717,76764.4131689417,68180.4596775515,19964.2814036802,42408.4829287227,0,21235.6559167408,19691.4558647884,22074.152277529,41490.0129310116,18812.9200157714,21239.9157648987,22922.6585103752,125226.855882997,41492.7826034263,125426.858794678,43641.2027897622,20464.2483088688,199.986762075452
"ws-12",145509.7604125,143261.225723082,138922.847978732,137815.78592721,135018.8381953,125200.957285231,121904.002274119,115278.61320109,110857.491780305,106670.654660728,104532.244346449,104107.991230026,102342.367536464,100269.644989288,95975.6554041572,91381.7099003217,83956.5352750518,80511.076147175,68002.8266597401,60536.0985131848,60394.6808077105,45982.7171221564,21287.0901132348,8125.41898544189,22708.4020280853,146558.269557027,73651.4027729386,73951.4071404606,68244.2458210549,42127.096952406,22125.586474023,22164.13578651,5493.88593317491,3804.00832759108,1248.47975699638,3745.4392709899,3352.60060694639,81403.7848187718,83352.2182430328,21387.0834942725,5342.54717847634,46224.1443582743,4701.12219379814,4035.4499160605,130139.182268567,22474.1258016806,20865.6066692274,21621.2624559462,5883.97070731322,2755.51533267015,1982.72288858973,22379.8824445423,1307.04881359754,6152.64944528834,91160.3750815464,93750.2980889085,97088.7339480785,88504.7804566884,2928.34749052359,22664.1026916986,21235.6559167408,0,2455.53518955635,1424.26767482934,21745.6326939874,4576.80077167085,1989.93849672699,2272.77390767552,145551.176662134,21748.4023664022,145751.179573815,23896.822552738,2662.68911095145,21435.6426788163
"ws-14",143965.560360548,141717.025671129,137378.647926779,136271.585875257,133474.638143347,123656.757233279,120359.802222166,113734.413149138,109313.291728353,105126.454608776,102988.044294497,102563.791178073,100798.167484512,98725.4449373358,94431.4553522048,89837.5098483693,82412.3352230993,78966.8760952226,66458.6266077876,58991.8984612323,58850.4807557581,44438.5170702039,19742.8900612823,10053.7599923612,25163.9372176416,145014.069505075,72107.2027209862,72407.2070885081,66700.0457691025,40582.8969004535,20581.3864220705,20619.9357345576,3038.35074361856,1348.47313803474,1207.05543255996,6200.97446054624,5808.1357965027,79859.5847668194,81808.0181910804,19842.8834423201,7270.88818539568,44679.9443063218,6805.19459492973,6198.09944859621,128594.982216614,20929.9257497281,23321.1418587837,24076.7976455025,7812.31171423257,5211.05052222649,4438.25807814607,24835.4176340987,3348.34075878848,8080.99045220768,89616.175029594,92206.0980369561,95544.5338961261,86960.5804047359,941.429352200162,25119.6378812549,19691.4558647884,2455.53518955635,0,2382.69641274066,24201.1678835438,2121.26558211457,1548.45990011034,3231.2026455868,144006.976610181,24203.9375559585,144206.979521863,26352.3577422943,1065.678101101,19891.4426268638
"ws-A5",146348.256773288,144099.72208387,139761.34433952,138654.282287998,135857.334556088,126039.45364602,122742.498634907,116117.109561878,111695.988141093,107509.151021516,105370.740707237,104946.487590814,103180.863897252,101108.141350076,96814.1517649454,92220.2062611099,84795.0316358399,81349.5725079632,68841.3230205282,61374.594873973,61233.1771684987,46821.2134829446,22125.586474023,9301.18916246957,22946.9381026471,147396.765917815,74489.8991337268,74789.9035012487,69082.7421818431,42965.5933131942,22964.0828348112,23002.6321472982,5255.34985861307,3565.47225302924,1589.8842245461,4218.2838711683,4469.79365256998,82242.28117956,84190.714603821,22225.5798550607,6518.31735550401,47062.6407190624,5876.89237082581,5211.22009308818,130977.678629355,23312.6221624688,21104.1427437892,21859.798530508,7059.74088434089,3228.35993284852,2221.2589631516,22618.4185191042,1131.34164379405,7328.41962231601,91998.8714423346,94588.7944496967,97927.2303088667,89343.2768174765,2689.81141596175,22902.6387662604,22074.152277529,1424.26767482934,2382.69641274066,0,21984.1687685493,4338.264697109,1165.63110812396,848.506232846173,146389.673022922,21986.938440964,146589.675934603,24135.3586272999,2189.84451077312,22274.1390396045
"ws-STEEN",165764.117426771,163515.582737353,159177.204993003,158070.142941481,155273.195209571,145455.314299502,142158.359288389,135532.970215361,131111.848794576,126925.011674999,124786.601360719,124362.348244296,122596.724550735,120524.002003559,116230.012418428,111636.066914592,104210.892289322,100765.433161445,88257.1836740105,80790.4555274553,80649.037821981,66237.0741364272,41541.4471275055,17965.9039586683,2924.28951244048,166812.626571298,93905.759787209,94205.764154731,88498.6028353253,62381.4539666768,42379.9434882937,42418.4928007808,27239.5186271623,25549.6410215785,22994.1124509838,18000.1934229976,18393.0320870411,101658.141833042,103606.575257303,41641.4405085432,17047.4339609567,66478.501372545,17395.9732886141,18003.0684349476,150393.539282838,42728.4828159514,8125.41898544189,9242.60395626318,17154.5622021015,18990.1173613173,19762.9098053977,1131.34164379471,20852.8271247553,18203.0551970224,111414.732095817,114004.655103179,117343.090962349,108759.137470959,24673.980184511,3982.88927705407,41490.0129310116,21745.6326939874,24201.1678835438,21984.1687685493,0,26322.4334656583,23149.7998766733,21632.754428943,165805.533676404,7994.09190005439,166005.536588086,7807.19189205979,24174.0132793224,41689.999693087
"ws-25B",143087.024511531,140838.489822112,136500.112077762,135393.05002624,132596.102294331,122778.221384262,119481.266373149,112855.877300121,108434.755879336,104247.918759759,102109.50844548,101685.255329056,99919.6316354948,97846.9090883189,93552.9195031878,88958.9739993524,81533.7993740824,78088.3402462056,65580.0907587707,58113.3626122153,57971.9449067411,43559.981221187,18864.3542122654,12175.0255744758,27285.2027997561,144135.533656058,71228.6668719692,71528.6712394912,65821.5099200855,39704.3610514366,19702.8505730535,19741.3998855406,1082.78245925022,1065.67810110034,3328.32101467446,8322.24004266073,7929.4013786172,78981.0489178024,80929.4823420634,18964.3475933031,9392.15376751025,43801.4084573048,8926.4601770443,8319.36503071074,127716.446367597,20051.3899007112,25442.4074408982,26198.063227617,9933.57729634714,7332.31610434099,6559.52366026057,26956.6832162132,5469.60634090298,10202.2560343223,88737.6391805771,91327.5621879391,94665.9980471091,86082.044555719,1648.45328114725,27240.9034633694,18812.9200157714,4576.80077167085,2121.26558211457,4338.264697109,26322.4334656583,0,3172.63358898504,4689.67903671534,143128.440761165,26325.203138073,143328.443672846,28473.6233244088,2148.42018633588,19012.9067778469
"ws-23",145514.020260658,143265.48557124,138927.10782689,137820.045775368,135023.098043458,125205.217133389,121908.262122277,115282.873049248,110861.751628463,106674.914508886,104536.504194607,104112.251078183,102346.627384622,100273.904837446,95979.9152523151,91385.9697484796,83960.7951232097,80515.3359953329,68007.086507898,60540.3583613427,60398.9406558684,45986.9769703143,21291.3499613927,10115.3574821689,24112.5692107711,146562.529405185,73655.6626210965,73955.6669886184,68248.5056692128,42131.3568005639,22129.8463221808,22168.3956346679,4089.7187504891,2399.84114490531,1224.26476314869,5149.60645367577,5283.96197226929,81408.0446669297,83356.4780911907,21391.3433424304,7332.48567520332,46228.4042064321,6691.06069052512,6025.38841278749,130143.442116724,22478.3856498385,22269.7738519132,23025.429638632,7873.9092040402,4159.68251535599,3386.89007127553,23784.0496272282,2296.97275191794,8142.58794201532,91164.6349297043,93754.5579370664,97092.9937962364,88509.0403048462,1524.18030783779,24068.2698743844,21239.9157648987,1989.93849672699,1548.45990011034,1165.63110812396,23149.7998766733,3172.63358898504,0,1682.74274547646,145555.436510292,23152.569549088,145755.439421973,25300.9897354238,1024.21340264915,21439.9025269741
"ws-PPC",147196.763006134,144948.228316716,140609.850572366,139502.788520844,136705.840788934,126887.959878866,123591.004867753,116965.615794725,112544.49437394,108357.657254362,106219.246940083,105794.99382366,104029.370130098,101956.647582923,97662.6579977915,93068.712493956,85643.537868686,82198.0787408092,69689.8292533743,62223.1011068191,62081.6834013448,47669.7197157907,22974.0927068691,9652.70039971257,22595.5237630408,148245.272150661,75338.4053665729,75638.4097340948,69931.2484146892,43814.0995460403,23812.5890676573,23851.1383801443,5606.76419821941,4082.58389038174,2438.39045739224,4569.7951084113,4821.30488981298,83090.7874124061,85039.2208366671,23074.0860879068,6869.82859274701,47911.1469519086,6228.40360806881,5562.73133033118,131826.184862201,24161.1283953149,20752.7284041829,21508.3841909017,7411.25212158389,3579.87117009152,2514.19306899052,22267.0041794979,1482.85288103705,7679.93085955901,92847.3776751807,95437.3006825428,98775.7365417128,90191.7830503226,3041.22575556809,22551.2244266541,22922.6585103752,2272.77390767552,3231.2026455868,848.506232846173,21632.754428943,4689.67903671534,1682.74274547646,0,147238.179255768,21635.5241013577,147438.18216745,23783.9442876935,2541.25885037946,23122.6452724506
"rel_grotenete3",99.9933810378425,2431.3605697233,6628.32868340205,7735.39073492413,10590.9155982379,20350.2193769023,23647.1743880151,30331.1405924476,34776.5335307016,38880.5220014058,41018.932315685,41443.1854321085,43208.8091256698,45281.5316728458,49575.5212579769,54169.4667618125,61594.6413870826,65040.1005149595,77548.3500023944,85015.0781489496,85156.4958544238,99568.4595399777,124678.329793264,150252.274631523,166768.303010502,1007.09289489321,71899.7738891959,71599.7695216739,77306.9308410796,103424.079709728,124916.865867826,125955.34899069,142045.658301914,143155.595365387,144799.788798376,147805.340253407,147412.501589363,73999.5541429584,75947.9875672194,124164.093167861,148758.099715448,99609.8838644143,148409.56038779,147802.465241457,15411.9943935671,125065.418433408,164925.507651645,165681.163438364,149065.214718669,147395.356857199,147368.202252977,166439.783426959,146858.225475731,148513.813616986,83756.144405733,86346.0674130951,89684.5032722651,81100.549780875,144279.802149073,166724.003674116,125226.855882997,145551.176662134,144006.976610181,146389.673022922,165805.533676404,143128.440761165,145555.436510292,147238.179255768,0,165808.30334882,200.002911681309,167956.723535155,144779.769054262,125026.869120921
