"","HH5","HH6","HH7","HH8","HH9","S13","S09","S12","S02","S08","ak-29","S18","S17","S16","ak-28","ak-32","ak-33","HH4","S15","ak-31","HH3","HH2","HH1","ak-30","ak-34","HH10","ak-35","S07","S14","S10","HH11","ak-36","ak-39","ak-40","ak-42","ak-2","ak-3","ak-1","ak-5","ak-4","ak-8","ak-9","ak-10","ak-11","ak-6","ak-7","ma-1","ma-5","ma-2","ma-6","ma-8","ma-9","ak-17","ak-19","ak-21","ak-22","ma-7","ak-23","ak-24","ak-25","ak-26","ak-27","ak-x","ak-14","ak-13","ak-44","ak-47","s-9","s-8","s-7","s-6","ak-46","ak-48","ws-42A","ws-11","ma-3","ws-53A","ws-53","ws-TRAWL","s-11","s-5","s-4c","s-4b","s-4a","s-4","s-3","s-8a","s-9a","ak-45","ws-55","ws-16","ws-14","ws-12A","ws-2C","s-12","ws-18","ws-25B","ws-6","ws-STEEN","ws-A1","ws-A3","ws-HW6","ws-25","ws-PPB","ws-23","ws-A5","ws-PVTSS","bpns-D1","bpns-WK12","S09-2","ws-25A","ws-PPC","ak-41","ws-SP3","ws-WN2","ws-GVWSP","zandvlietsluis haven B","ak-12","bpns-A1BIS","ws-4","s-10a","bpns-S4","ws-F42","ws-OGDL","ws-DL7","ws-DL9","s-Vlassenbroek","me-7-2","bpns-Whitley","rel_albertkanaal2","rel_albertkanaal1","rel_albertkanaal3","rel_albertkanaal4"
"ak-48",89787.3406521104,86473.2716397521,84683.4109006301,80931.008655869,77885.6631983201,75820.1946977924,75761.6296458003,75903.0410032433,75761.6296458003,75720.2064930752,75961.6060552347,75761.6296458003,75720.2064930752,75620.2182883581,75661.6414410832,75620.2182883581,75178.8423167642,92660.0053431417,75620.2182883581,75620.2182883581,95822.5281542297,97353.7718326373,101847.524113055,75761.6296458003,81492.6803194816,84516.8534121408,55854.0116080386,75761.6296458003,75720.2064930752,75761.6296458003,84041.0140937054,55129.8129215602,30398.4798039144,29432.8815552759,19491.2320629467,162240.613835326,161292.166935865,162233.559530333,160733.594710911,159626.537855275,157371.076590566,156746.866108805,155639.856502724,155357.03378784,160009.367674699,159285.15953831,145707.746509834,148073.34972291,145866.328116277,255102.968069162,255144.372322065,255185.79547479,136303.917609342,129085.919050774,121375.241671653,113311.874407088,255185.79547479,112711.945178784,109070.94665624,108371.02922322,104630.042495959,103930.125062938,75661.6414410832,147614.775152583,149453.122799333,12380.5217117734,3831.15193521111,28206.0865523691,33654.4468099183,41406.4622925662,43396.2238418347,2989.82314474848,0,24301.5522118601,48348.696823326,159012.471667253,24063.0158405833,24411.5429616518,66106.5870826851,11359.1554526511,48589.9786044714,51304.0333393282,53952.4214676457,57290.7150339967,67671.0852050763,71792.0480107896,33854.4421191752,28006.0912431131,12804.7652340118,23548.7961086145,42539.3784046539,43390.7097401918,44142.0528710123,47897.3183066569,10917.7511313238,41429.5056076896,42512.2339603123,46837.4582350683,65146.715215814,46710.3255860093,46241.8051700733,25381.4173735987,44163.4709335876,46580.3297460665,44897.6721651413,45773.2847541372,47793.0539386314,130451.766893995,92339.193489547,75761.6296458002,43622.1067572759,46580.3297460665,19956.8798380878,67000.7545433729,66150.8734262937,66562.2417626625,3048.41654647364,154784.315153255,101830.933583489,47185.9853561365,20539.695516857,94408.9753994183,24650.0793329285,64308.2123702006,67339.2791193661,66090.858155843,58680.5473549622,43852.0391702985,132979.992182658,113311.874407088,163264.777135957,109070.94665624,104630.042495959
"ws-42A",107889.17057578,104575.101563422,102785.2408243,99032.8385795386,95987.4931219896,93922.0246214619,93863.4595694699,94004.8709269128,93863.4595694699,93822.0364167448,94063.4359789042,93863.4595694699,93822.0364167448,93722.0482120276,93763.4713647527,93722.0482120276,93280.6722404337,110761.835266811,93722.0482120276,93722.0482120276,113924.358077899,115455.601756307,119949.354036725,93863.4595694699,99594.5102431511,102618.68333581,73955.8415317082,93863.4595694699,93822.0364167448,93863.4595694699,102142.844017375,73231.6428452298,48500.309727584,47534.7114789455,37593.0619866162,180342.443758996,179393.996859535,180335.389454003,178835.42463458,177728.367778945,175472.906514236,174848.696032475,173741.686426394,173458.863711509,178111.197598369,177386.989461979,163809.576433503,166175.17964658,163968.158039946,273204.797992831,273246.202245734,273287.625398459,154405.747533012,147187.748974443,139477.071595323,131413.704330757,273287.625398459,130813.775102454,127172.77657991,126472.85914689,122731.872419628,122031.954986608,93763.4713647527,165716.605076253,167554.952723003,30116.7204147515,20636.0928875493,46307.9164760386,51756.2767335878,59508.2922162358,61498.0537655042,21477.4216780119,24301.5522118601,0,25538.3781095747,177114.301590923,1424.21061860887,865.638393654503,43296.2683689338,25705.8049898737,66691.8085281408,69405.8632629976,72054.2513913152,75392.5449576662,85772.9151287458,89893.877934459,51956.2720428447,46107.9211667826,29409.6352778068,2382.7734620759,19729.0596909027,20580.3910264406,21331.7341572611,25086.9995929057,25264.4006685465,18619.1868939384,19701.9152465611,24027.1395213171,42336.3965020627,23900.0068722581,23431.4864563221,1607.03567886482,21353.1522198364,23770.0110323152,22087.3534513901,22962.966040386,24982.7352248802,107641.448180244,69528.8747757958,93863.4595694696,20811.7880435247,23770.0110323152,38058.7097617573,44190.4358296216,43340.5547125424,43751.9230489112,22360.1736212002,172886.145076924,79020.6148697379,24375.6666423853,38641.5254405265,71598.656685667,641.399630582971,41497.8936564493,44528.9604056148,43280.5394420917,76782.3772786316,61953.8690939679,110169.673468907,131413.704330757,181366.607059626,127172.77657991,122731.872419628
"ws-11",131936.315187246,128622.246174887,126832.385435765,123079.983191004,120034.637733455,117969.169232928,117910.604180936,118052.015538379,117910.604180936,117869.181028211,118110.58059037,117910.604180936,117869.181028211,117769.192823493,117810.615976218,117769.192823493,117327.816851899,134808.979878277,117769.192823493,117769.192823493,137971.502689365,139502.746367773,143996.498648191,117910.604180936,123641.654854617,126665.827947276,98002.9861431739,117910.604180936,117869.181028211,117910.604180936,126189.988628841,97278.7874566955,72547.4543390498,71581.8560904113,61640.206598082,204389.588370462,203441.141471001,204382.534065469,202882.569246046,201775.512390411,199520.051125702,198895.840643941,197788.83103786,197506.008322975,202158.342209835,201434.134073445,187856.721044969,190222.324258046,188015.302651412,252098.342378187,251939.789121478,251898.365968753,178452.892144478,171234.893585909,163524.216206789,155460.848942223,251898.365968753,154860.91971392,151219.921191376,150520.003758356,146779.017031094,146079.099598074,117810.615976218,189763.749687719,191602.097334469,54163.8650262173,44683.2374990151,70355.0610875043,75803.4213450535,83555.4368277014,85545.1983769699,45524.5662894778,48348.696823326,25538.3781095747,0,201161.446202389,24699.912509995,24848.463221629,17757.8902593592,49752.9496013396,90738.9531396069,93453.0078744637,96101.3960027812,99439.6895691322,109820.059740212,113941.022545925,76003.4166543107,70155.0657782486,53456.7798892728,24799.9007147116,8826.08811324268,7770.55145451685,6756.42849860545,948.456349371528,49311.5452800124,10398.7360445538,9891.7218161532,2448.43061870447,17212.2499197404,4755.44987996667,5886.74073950556,25618.3612241415,8504.8755349132,7269.5376552996,7732.161591072,7018.03159904454,1141.38790372395,82517.3015979216,43990.4966662213,117910.604180936,8611.94639435592,7269.5376552996,62105.8543732233,18652.0577200469,17802.1766029682,18213.5449393365,46407.3182326661,196933.28968839,53896.4682874155,1807.0309881215,62688.6700519926,46060.2785760927,25686.9288212088,15959.5155468746,18990.5822960401,17742.161332517,100829.521890098,86001.013705434,85045.5268865845,155460.848942223,205413.751671092,151219.921191376,146779.017031094
"ma-3",69225.1310151426,72539.2000275009,74329.0607666229,78081.463011384,81126.8084689329,83192.2769694606,83250.8420214527,83192.2769694613,83250.8420214527,83292.2651741778,83050.8656120184,83250.8420214527,83292.2651741778,83392.2533788949,83350.8302261699,83392.2533788949,83833.6293504888,66352.4663241113,83392.2533788949,83392.2533788949,63189.9435130233,61658.6998346157,57306.3683615508,83250.8420214527,85275.1992163164,88299.3723089756,103158.460059214,83250.8420214527,83292.2651741778,83250.8420214527,92906.3376266859,103882.658745693,128613.991863339,129579.590111977,139838.365017547,45334.2051109051,44385.7582114444,45327.1508059122,43827.18598649,42720.1291308548,40464.6678661457,39840.4573843844,38733.4477783036,38450.625063419,43102.9589502781,42378.7508138889,13304.7251574193,10939.1219443431,13146.1435509766,97138.9031563522,97180.3074092556,97221.7305619807,22708.5540579105,29926.5526164794,37637.2299955996,45700.5972601653,97221.7305619807,46300.5264884685,49941.5250110126,50641.4424440329,54382.4291712942,55082.3466043145,83350.8302261699,30708.3664281623,32546.7140749123,146997.581176171,157512.412348722,148611.794008872,154060.154266421,161812.169749069,163801.931298338,156671.083558259,159012.471667253,177114.301590923,201161.446202389,0,176875.765219646,177224.292340715,218919.336461748,151749.91271766,168995.686060974,171709.740795831,174358.128924149,177696.4224905,188076.79266158,192197.755467293,154260.149575678,148411.798699616,147880.389818824,176361.545487677,195352.127783717,196203.459119254,196954.802250075,200710.06768572,151849.900922376,194242.254986752,195324.983339375,199650.207614131,217959.464594877,199523.074965072,199054.554549136,178194.166752661,196976.22031265,199393.079125129,197710.421544204,198586.0341332,200605.803317694,283264.516273058,245151.94286861,83250.8420214528,196434.856136339,199393.079125129,140362.58729459,219813.503922436,218963.622805357,219374.991141725,156046.882526408,37877.9064288338,254643.682962552,199998.734735199,140945.40297336,247221.724778481,177462.828711991,217120.961749264,220152.028498429,218903.607534906,179086.254811465,164257.746626801,285792.741561721,45700.5972601653,46358.3684115358,49941.5250110126,54382.4291712942
"ws-53A",107650.634204503,104336.565192145,102546.704453023,98794.3022082618,95748.9567507129,93683.4882501852,93624.9231981931,93766.334555636,93624.9231981931,93583.500045468,93824.8996076275,93624.9231981931,93583.500045468,93483.5118407509,93524.934993476,93483.5118407509,93042.135869157,110523.298895535,93483.5118407509,93483.5118407509,113685.821706622,115217.06538503,119710.817665448,93624.9231981931,99355.9738718744,102380.146964534,73717.3051604314,93624.9231981931,93583.500045468,93624.9231981931,101904.307646098,72993.106473953,48261.7733563072,47296.1751076688,37354.5256153395,180103.907387719,179155.460488258,180096.853082726,178596.888263304,177489.831407668,175234.370142959,174610.159661198,173503.150055117,173220.327340233,177872.661227092,177148.453090703,163571.040062227,165936.643275303,163729.62166867,272966.261621554,273007.665874458,273049.089027183,154167.211161735,146949.212603166,139238.535224046,131175.16795948,273049.089027183,130575.238731177,126934.240208633,126234.322775613,122493.336048352,121793.418615331,93524.934993476,165478.068704976,167316.416351726,29878.1840434747,20397.5565162725,46069.3801047618,51517.740362311,59269.755844959,61259.5173942275,21238.8853067352,24063.0158405833,1424.21061860887,24699.912509995,176875.765219646,0,641.399630583053,42457.8027693541,25467.2686185969,66453.2721568641,69167.3268917209,71815.7150200385,75154.0085863895,85534.3787574691,89655.3415631823,51717.735671568,45869.3847955059,29171.0989065301,1041.39024909501,18890.594091323,19741.9254268608,20493.2685576814,24248.533993326,25025.8642972697,17780.7212943587,18863.4496469814,23188.6739217374,41497.930902483,23061.5412726784,22593.0208567424,2782.76408058895,20514.6866202567,22931.5454327355,21248.8878518104,22124.5004408063,24144.2696253005,106802.982580664,68690.4091762161,93624.9231981929,19973.322443945,22931.5454327355,37820.1733904806,43351.9702300419,42502.0891129627,42913.4574493315,22121.6372499235,172647.608705647,78182.1492701582,23537.2010428056,38402.9890692498,70760.1910860874,1982.78284356386,40659.4280568696,43690.4948060351,42442.0738425121,76543.8409073549,61715.3327226912,109331.207869327,131175.167959481,181128.070688349,126934.240208633,122493.336048352
"ws-53",107999.161325572,104685.092313213,102895.231574091,99142.8293293303,96097.4838717814,94032.0153712537,93973.4503192616,94114.8616767045,93973.4503192616,93932.0271665365,94173.426728696,93973.4503192616,93932.0271665365,93832.0389618194,93873.4621145445,93832.0389618194,93390.6629902255,110871.826016603,93832.0389618194,93832.0389618194,114034.348827691,115565.592506099,120059.344786517,93973.4503192616,99704.5009929429,102728.674085602,74065.8322814999,93973.4503192616,93932.0271665365,93973.4503192616,102252.834767167,73341.6335950215,48610.3004773757,47644.7022287373,37703.052736408,180452.434508787,179503.987609327,180445.380203794,178945.415384372,177838.358528737,175582.897264028,174958.686782267,173851.677176186,173568.854461301,178221.18834816,177496.980211771,163919.567183295,166285.170396371,164078.148789738,273314.788742623,273356.192995526,273397.616148251,154515.738282804,147297.739724235,139587.062345115,131523.695080549,273397.616148251,130923.765852246,127282.767329702,126582.849896681,122841.86316942,122141.9457364,93873.4621145445,165826.595826044,167664.943472794,30226.7111645432,20746.083637341,46417.9072258303,51866.2674833795,59618.2829660275,61608.044515296,21587.4124278037,24411.5429616518,865.638393654503,24848.463221629,177224.292340715,641.399630583053,0,42606.353480988,25815.7957396654,66801.7992779326,69515.8540127894,72164.242141107,75502.535707458,85882.9058785376,90003.8686842508,52066.2627926365,46217.9119165743,29519.6260275986,1682.78987967806,19039.1448029569,19890.4761384948,20641.8192693153,24397.0847049599,25374.3914183382,17929.2720059926,19012.0003586154,23337.2246333713,41646.4816141169,23210.0919843123,22741.5715683763,2141.36445000589,20663.2373318907,23080.0961443695,21397.4385634443,22273.0511524402,24292.8203369344,106951.533292298,68838.95988785,93973.4503192614,20121.873155579,23080.0961443695,38168.7005115491,43500.5209416758,42650.6398245966,43062.0081609654,22470.164370992,172996.135826716,78330.6999817921,23685.7517544395,38751.5161903183,70908.7417977213,1424.21061860895,40807.9787685036,43839.045517669,42590.624554146,76892.3680284234,62063.8598437597,109479.758580961,131523.695080549,181476.597809418,127282.767329702,122841.86316942
"ws-TRAWL",149694.205446605,146380.136434247,144590.275695125,140837.873450363,137792.527992814,135727.059492287,135668.494440295,135809.905797738,135668.494440295,135627.07128757,135868.470849729,135668.494440295,135627.07128757,135527.083082852,135568.506235578,135527.083082852,135085.707111259,152566.870137636,135527.083082852,135527.083082852,155729.392948724,157260.636627132,161754.38890755,135668.494440295,141399.545113976,144423.718206635,115760.876402533,135668.494440295,135627.07128757,135668.494440295,143947.8788882,115036.677716055,90305.3445984088,89339.7463497703,79398.096857441,222147.478629821,221199.03173036,222140.424324828,220640.459505406,219533.40264977,217277.941385061,216653.7309033,215546.721297219,215263.898582335,219916.232469194,219192.024332805,205614.611304329,207980.214517405,205773.192910772,238323.518248226,238164.964991517,238123.541838792,196210.782403837,188992.783845269,181282.106466148,173218.739201583,238123.541838792,172618.809973279,168977.811450735,168277.894017715,164536.907290454,163836.989857433,135568.506235578,207521.639947078,209359.987593828,71921.7552855763,62441.1277583742,88112.9513468633,93561.3116044125,101313.32708706,103303.088636329,63282.4565488369,66106.5870826851,43296.2683689338,17757.8902593592,218919.336461748,42457.8027693541,42606.353480988,0,67510.8398606987,108496.843398966,111210.898133823,113859.28626214,117197.579828491,127577.949999571,131698.912805284,93761.3069136698,87912.9560376077,71214.6701486319,42557.7909740706,26466.8293687959,25118.4202005555,23869.9992370325,18209.2687760285,67069.4355393715,28156.6263039129,27239.5905621919,19269.128847617,3882.73828149882,20638.9560784326,21770.2469379715,43376.2514835005,25091.2757562141,22508.7243328335,24025.6893028583,22901.5377975105,18313.5331440536,67079.1078911734,26232.6064068621,135668.494440295,25549.7936270742,22508.7243328335,79863.7446325825,2441.35741388992,1307.0427149808,1099.97420090996,64165.2084920253,214691.179947749,38458.2745806671,18920.6017265486,80446.5603113517,30290.699647542,43444.8190805679,4200.91757054677,3824.15432968395,3638.30543005711,118587.412149457,103758.903964793,69607.3331798365,173218.739201583,223171.641930451,168977.811450735,164536.907290454
"s-11",82524.781702517,79210.7126901587,77420.8519510368,73668.4497062756,70623.1042487267,68557.635748199,68499.070696207,68640.4820536499,68499.070696207,68457.6475434819,68699.0471056413,68499.070696207,68457.6475434819,68357.6593387647,68399.0824914898,68357.6593387647,67916.2833671708,85397.4463935484,68357.6593387647,68357.6593387647,88559.9692046363,90091.2128830439,94584.9651634619,68499.070696207,74230.1213698882,77254.2944625474,48591.4526584452,68499.070696207,68457.6475434819,68499.070696207,76778.4551441121,47867.2539719668,23135.920854321,22170.3226056825,12228.6731133532,154978.054885732,154029.607986272,154971.000580739,153471.035761317,152363.978905682,150108.517640973,149484.307159212,148377.297553131,148094.474838246,152746.808725105,152022.600588716,138445.18756024,140810.790773316,138603.769166683,247840.409119568,247881.813372472,247923.236525197,129041.358659749,121823.36010118,114112.68272206,106049.315457494,247923.236525197,105449.386229191,101808.387706647,101108.470273627,97367.4835463654,96667.5661133451,68399.0824914898,140352.216202989,142190.563849739,4752.33154148847,7610.84982289009,20943.5276027757,26391.8878603249,34143.9033429728,36133.6648922413,8452.17861335275,11359.1554526511,25705.8049898737,49752.9496013396,151749.91271766,25467.2686185969,25815.7957396654,67510.8398606987,0,41327.419654878,44041.4743897348,46689.8625180524,50028.1560844034,60408.526255483,64529.4890611962,26591.8831695818,20743.5322935196,4045.24640454387,24953.0488866281,43943.6311826675,44794.9625182053,45546.3056490259,49301.5710846705,441.404321327227,42833.7583857032,43916.4867383259,48241.7110130819,66550.9679938276,48114.5783640229,47646.0579480869,26785.6701516123,45567.7237116012,47984.58252408,46301.9249431549,47177.5375321508,49197.306716645,131856.019672009,93743.4462675606,68499.0706962069,45026.3595352895,47984.58252408,12694.3208884944,68405.0073213865,67555.1262043073,67966.494540676,9334.93055654105,147521.756203661,103235.186361503,48590.2381341501,13277.1365672636,95813.2281774318,26054.3321109421,65712.4651482142,68743.5318973797,67495.1109338566,51417.9884053688,36589.4802207051,134384.244960672,106049.315457494,156002.218186363,101808.387706647,97367.4835463655
"s-5",99770.5550458317,96456.4860334734,94666.6252943514,90914.2230495903,87868.8775920413,85803.4090915137,85744.8440395216,85886.2553969645,85744.8440395216,85703.4208867965,85944.820448956,85744.8440395216,85703.4208867965,85603.4326820794,85644.8558348044,85603.4326820794,85162.0567104855,102643.219736863,85603.4326820794,85603.4326820794,105805.742547951,107336.986226359,111830.738506777,85744.8440395216,91475.8947132029,94500.0678058621,65837.2260017599,85744.8440395216,85703.4208867965,85744.8440395216,94024.2284874267,65113.0273152815,40381.6941976357,39416.0959489973,29157.3210434278,172223.828229047,171275.381329587,172216.773924054,170716.809104632,169609.752248997,167354.290984288,166730.080502526,165623.070896446,165340.248181561,169992.58206842,169268.373932031,155690.960903555,158056.564116631,155849.542509998,265086.182462883,265127.586715786,265169.009868511,146287.132003064,139069.133444495,131358.456065375,123295.088800809,265169.009868511,122695.159572506,119054.161049962,118354.243616941,114613.25688968,113913.33945666,85644.8558348044,157597.989546304,159436.337193054,36575.0881133896,47089.91928594,20383.8920521024,14935.5317945532,7183.51631190524,5193.75476263675,46248.5904954773,48589.9786044714,66691.8085281408,90738.9531396069,168995.686060974,66453.2721568641,66801.7992779326,108496.843398966,41327.419654878,0,2714.05473485679,5362.44286317436,8700.73642952538,19081.1066006051,23202.0694063183,14735.5364852963,20583.8873613585,37457.8967560429,65939.0524248954,84929.6347209346,85780.9660564724,86532.309187293,90287.5746229376,41427.4078595945,83819.7619239703,84902.490276593,89227.7145513489,107536.971532095,89100.5819022899,88632.0614863539,67771.6736898796,86553.7272498683,88970.5860623471,87287.9284814219,88163.5410704179,90183.310254912,172842.023210276,134729.449805828,85744.8440395215,86012.3630735566,88970.5860623471,28633.0987663837,109391.010859653,108541.129742574,108952.498078943,45624.3894636263,164767.529546976,144221.18989977,89576.2416724172,28050.2830876145,136799.231715699,67040.3356492094,106698.468686481,109729.535435647,108481.114472124,10090.5687504908,19563.5938778647,175370.248498939,123295.088800809,173247.991529678,119054.161049962,114613.25688968
"s-4c",102484.609780688,99170.5407683302,97380.6800292082,93628.2777844471,90582.9323268981,88517.4638263705,88458.8987743784,88600.3101318213,88458.8987743784,88417.4756216533,88658.8751838127,88458.8987743784,88417.4756216533,88317.4874169361,88358.9105696612,88317.4874169361,87876.1114453423,105357.27447172,88317.4874169361,88317.4874169361,108519.797282808,110051.040961215,114544.793241633,88458.8987743784,94189.9494480596,97214.1225407188,68551.2807366167,88458.8987743784,88417.4756216533,88458.8987743784,96738.2832222835,67827.0820501383,43095.7489324925,42130.150683854,31871.3757782845,174937.882963904,173989.436064443,174930.828658911,173430.863839489,172323.806983854,170068.345719145,169444.135237383,168337.125631303,168054.302916418,172706.636803277,171982.428666888,158405.015638412,160770.618851488,158563.597244855,267800.23719774,267841.641450643,267883.064603368,149001.186737921,141783.188179352,134072.510800231,126009.143535666,267883.064603368,125409.214307363,121768.215784818,121068.298351798,117327.311624537,116627.394191517,88358.9105696612,160312.044281161,162150.391927911,39289.1428482464,49803.9740207968,23097.9467869592,17649.58652941,9897.57104676203,7907.80949749353,48962.6452303341,51304.0333393282,69405.8632629976,93453.0078744637,171709.740795831,69167.3268917209,69515.8540127894,111210.898133823,44041.4743897348,2714.05473485679,0,2648.38812831785,5986.68169466887,16367.0518657485,20488.0146714618,17449.5912201531,23297.9420962152,40171.9514908997,68653.1071597521,87643.6894557913,88495.0207913292,89246.3639221497,93001.6293577943,44141.4625944513,86533.8166588271,87616.5450114498,91941.7692862057,110251.026266951,91814.6366371467,91346.1162212107,70485.7284247363,89267.7819847251,91684.6407972039,90001.9832162787,90877.5958052746,92897.3649897688,175556.077945133,137443.504540684,88458.8987743782,88726.4178084134,91684.6407972039,31347.1535012405,112105.06559451,111255.184477431,111666.5528138,48338.4441984831,167481.584281833,146935.244634627,92290.2964072739,30764.3378224713,139513.286450556,69754.3903840661,109412.523421338,112443.590170503,111195.16920698,7376.51401563429,22277.6486127215,178084.303233796,126009.143535666,175962.046264535,121768.215784819,117327.311624537
"s-4b",105132.997909006,101818.928896648,100029.068157526,96276.6659127646,93231.3204552157,91165.851954688,91107.286902696,91248.6982601389,91107.286902696,91065.8637499709,91307.2633121303,91107.286902696,91065.8637499709,90965.8755452537,91007.2986979788,90965.8755452537,90524.4995736598,108005.662600037,90965.8755452537,90965.8755452537,111168.185411125,112699.429089533,117193.181369951,91107.286902696,96838.3375763772,99862.5106690364,71199.6688649343,91107.286902696,91065.8637499709,91107.286902696,99386.671350601,70475.4701784559,45744.1370608101,44778.5388121716,34519.7639066021,177586.271092222,176637.824192761,177579.216787229,176079.251967806,174972.195112171,172716.733847462,172092.523365701,170985.51375962,170702.691044735,175355.024931595,174630.816795205,161053.403766729,163419.006979806,161211.985373172,270448.625326057,270490.02957896,270531.452731686,151649.574866238,144431.576307669,136720.898928549,128657.531663983,270531.452731686,128057.60243568,124416.603913136,123716.686480116,119975.699752854,119275.782319834,91007.2986979788,162960.432409479,164798.780056229,41937.5309765639,52452.3621491143,25746.3349152768,20297.9746577276,12545.9591750796,10556.1976258111,51611.0333586517,53952.4214676457,72054.2513913152,96101.3960027812,174358.128924149,71815.7150200385,72164.242141107,113859.28626214,46689.8625180524,5362.44286317436,2648.38812831785,0,3338.29356635103,13718.6637374307,17839.6265431439,20097.9793484707,25946.3302245328,42820.3396192172,71301.4952880697,90292.0775841089,91143.4089196468,91894.7520504673,95650.0174861119,46789.8507227689,89182.2047871446,90264.9331397673,94590.1574145233,112899.414395269,94463.0247654643,93994.5043495283,73134.1165530539,91916.1701130426,94333.0289255214,92650.3713445963,93525.9839335922,95545.7531180864,178204.466073451,140091.892669002,91107.2869026958,91374.8059367309,94333.0289255214,33995.541629558,114753.453722828,113903.572605749,114314.940942117,50986.8323268007,170129.97241015,149583.632762944,94938.6845355915,33412.7259507888,142161.674578873,72402.7785123837,112060.911549656,115091.978298821,113843.557335298,4728.12588731645,24926.0367410391,180732.691362114,128657.531663983,178610.434392852,124416.603913136,119975.699752854
"s-4a",108471.291475357,105157.222462999,103367.361723877,99614.9594791156,96569.6140215667,94504.145521039,94445.5804690469,94586.9918264899,94445.5804690469,94404.1573163218,94645.5568784813,94445.5804690469,94404.1573163218,94304.1691116047,94345.5922643298,94304.1691116047,93862.7931400108,111343.956166388,94304.1691116047,94304.1691116047,114506.478977476,116037.722655884,120531.474936302,94445.5804690469,100176.631142728,103200.804235387,74537.9624312852,94445.5804690469,94404.1573163218,94445.5804690469,102724.964916952,73813.7637448068,49082.4306271611,48116.8323785226,37858.0574729531,180924.564658573,179976.117759112,180917.51035358,179417.545534157,178310.488678522,176055.027413813,175430.816932052,174323.807325971,174040.984611086,178693.318497946,177969.110361556,164391.69733308,166757.300546157,164550.278939523,273786.918892408,273828.323145311,273869.746298036,154987.868432589,147769.86987402,140059.1924949,131995.825230334,273869.746298036,131395.896002031,127754.897479487,127054.980046467,123313.993319205,122614.075886185,94345.5922643298,166298.72597583,168137.07362258,45275.8245429149,55790.6557154653,29084.6284816278,23636.2682240786,15884.2527414306,13894.4911921621,54949.3269250027,57290.7150339967,75392.5449576662,99439.6895691322,177696.4224905,75154.0085863895,75502.535707458,117197.579828491,50028.1560844034,8700.73642952538,5986.68169466887,3338.29356635103,0,10380.3701710797,14501.3329767929,23436.2729148217,29284.6237908838,46158.6331855682,74639.7888544207,93630.3711504599,94481.7024859977,95233.0456168183,98988.3110524629,50128.1442891199,92520.4983534956,93603.2267061183,97928.4509808742,116237.70796162,97801.3183318152,97332.7979158792,76472.4101194049,95254.4636793936,97671.3224918724,95988.6649109472,96864.2774999432,98884.0466844373,181542.759639802,143430.186235353,94445.5804690468,94713.0995030819,97671.3224918724,37333.835195909,118091.747289179,117241.8661721,117653.234508468,54325.1258931517,173468.265976501,152921.926329295,98276.9781019425,36751.0195171398,145499.968145224,75741.0720787347,115399.205116006,118430.271865172,117181.850901649,1389.83232096542,28264.3303073901,184070.984928465,131995.825230334,181948.727959203,127754.897479487,123313.993319205
"s-4",118851.661646437,115537.592634078,113747.731894956,109995.329650195,106949.984192646,104884.515692119,104825.950640127,104967.361997569,104825.950640127,104784.527487401,105025.927049561,104825.950640127,104784.527487401,104684.539282684,104725.962435409,104684.539282684,104243.16331109,121724.326337468,104684.539282684,104684.539282684,124886.849148556,126418.092826964,130911.845107382,104825.950640127,110557.001313808,113581.174406467,84918.3326023649,104825.950640127,104784.527487401,104825.950640127,113105.335088032,84194.1339158865,59462.8007982407,58497.2025496022,48238.4276440327,191304.934829652,190356.487930192,191297.880524659,189797.915705237,188690.858849602,186435.397584893,185811.187103132,184704.177497051,184421.354782166,189073.688669025,188349.480532636,174772.06750416,177137.670717236,174930.649110603,284167.289063487,284208.69331639,284250.116469115,165368.238603669,158150.2400451,150439.56266598,142376.195401414,284250.116469115,141776.266173111,138135.267650567,137435.350217546,133694.363490285,132994.446057265,104725.962435409,176679.096146909,178517.443793659,55656.1947139945,66171.0258865449,39464.9986527075,34016.6383951583,26264.6229125103,24274.8613632418,65329.6970960823,67671.0852050763,85772.9151287458,109820.059740212,188076.79266158,85534.3787574691,85882.9058785376,127577.949999571,60408.526255483,19081.1066006051,16367.0518657485,13718.6637374307,10380.3701710797,0,4120.96280571324,33816.6430859014,39664.9939619635,56539.0033566478,85020.1590255002,104010.741321539,104862.072657077,105613.415787898,109368.681223542,60508.5144601995,102900.868524575,103983.596877198,108308.821151954,126618.078132699,108181.688502895,107713.168086959,86852.7802904844,105634.833850473,108051.692662952,106369.035082027,107244.647671023,109264.416855517,191923.129810881,153810.556406433,104825.950640126,105093.469674161,108051.692662952,47714.2053669886,128472.117460258,127622.236343179,128033.604679548,64705.4960642313,183848.636147581,163302.296500375,108657.348273022,47131.3896882194,155880.338316304,86121.4422498142,125779.575287086,128810.642036252,127562.221072728,8990.53785011423,38644.7004784698,194451.355099544,142376.195401414,192329.098130283,138135.267650567,133694.363490285
