"","Releasesite1","Releasesite2","Releasesite3","Releasesite4","Releasesite5","Johnring","Sound1","Sound2","Sound2.5","Sound3","Sound4","Sound5","Sound6","Sound7","Sound8","Sound10","Sound12","S0","S1","S2","S3","S4","S5","S6","S7","Lillebfyn","Lilleb2","LB2","Lilleb3","LB1","Lillebjylland","UpLB1","UpLB2","VB1","VB2","VB3","VB4","VB5","VB6","VB7","VB8","VB9","VB10","VB11","VB12","VB13","VB14","VB15","VB16","OB1","GOB1","NOB1","OB2","GOB2","NOB2","OB3","GOB3","NOB3","OB4","GOB4","NOB4","OB5","GOB6","NOB5","GOB7","STSUB1","GOB8","NOB6","STSUB2","NOB7","UpOB1","UpOB2","UpOB3","OB6","GOB10","NOB8","GOB11","NOB9","OB8","GOB12","GOB13","OB9","NOB10","NOB11","NOB12","NOB13","NOB14","GOB14","GOB15","GOB16","GOB17","GOB18"
"OB1",155927.028824052,155809.81431779,155409.738589641,155085.46568885,154885.427824775,155344.110806056,187155.031552459,187172.227126684,187572.302854833,187306.637207173,187375.419504077,187568.436837697,188599.862793202,188495.977844029,189434.405397951,189951.695632363,187965.358052527,187862.184607173,188220.848656415,188638.11995879,189196.821872107,189655.504853387,190072.776155761,190490.047458136,190665.86921753,105656.846087514,105332.573186722,105332.573186722,105515.41547657,105515.41547657,105315.377612497,103125.111373972,103059.359702992,10313.5480512355,9830.6489652751,9347.7498793154,8864.85079335558,8481.97063943239,7999.07155347258,7516.17246751287,7133.29231359023,6650.39322762987,6226.10139480133,5743.20230884163,5360.32215491898,4836.01139005338,4411.71955722484,4028.83940330231,3604.54757047377,0,0,0,441.487407054582,441.487407054582,682.936950034704,882.974814109048,882.974814109048,1124.42435708863,1365.87390006875,1365.87390006875,1907.38023915984,2148.82978213997,2148.82978213997,2148.82978213997,2148.82978213997,2731.74780013696,2731.74780013696,2731.74780013696,3414.68475017166,3414.68475017166,2497.31878761119,3221.66741655113,3904.60436658529,4480.50185412835,3856.17215722547,3897.58383613136,3897.58383613136,4197.64063224288,4480.50185412835,4480.50185412835,4780.55865023975,4780.55865023975,4921.98926118282,5363.4766682374,6046.41361827144,6629.33163626832,6870.78117924856,5263.45773620023,5604.92621121686,6046.41361827144,6387.88209328808,6870.78117924856
"GOB1",155927.028824052,155809.81431779,155409.738589641,155085.46568885,154885.427824775,155344.110806056,187155.031552459,187172.227126684,187572.302854833,187306.637207173,187375.419504077,187568.436837697,188599.862793202,188495.977844029,189434.405397951,189951.695632363,187965.358052527,187862.184607173,188220.848656415,188638.11995879,189196.821872107,189655.504853387,190072.776155761,190490.047458136,190665.86921753,105656.846087514,105332.573186722,105332.573186722,105515.41547657,105515.41547657,105315.377612497,103125.111373972,103059.359702992,10313.5480512355,9830.6489652751,9347.7498793154,8864.85079335558,8481.97063943239,7999.07155347258,7516.17246751287,7133.29231359023,6650.39322762987,6226.10139480133,5743.20230884163,5360.32215491898,4836.01139005338,4411.71955722484,4028.83940330231,3604.54757047377,0,0,0,441.487407054582,441.487407054582,682.936950034704,882.974814109048,882.974814109048,1124.42435708863,1365.87390006875,1365.87390006875,1907.38023915984,2148.82978213997,2148.82978213997,2148.82978213997,2148.82978213997,2731.74780013696,2731.74780013696,2731.74780013696,3414.68475017166,3414.68475017166,2497.31878761119,3221.66741655113,3904.60436658529,4480.50185412835,3856.17215722547,3897.58383613136,3897.58383613136,4197.64063224288,4480.50185412835,4480.50185412835,4780.55865023975,4780.55865023975,4921.98926118282,5363.4766682374,6046.41361827144,6629.33163626832,6870.78117924856,5263.45773620023,5604.92621121686,6046.41361827144,6387.88209328808,6870.78117924856
"NOB1",155927.028824052,155809.81431779,155409.738589641,155085.46568885,154885.427824775,155344.110806056,187155.031552459,187172.227126684,187572.302854833,187306.637207173,187375.419504077,187568.436837697,188599.862793202,188495.977844029,189434.405397951,189951.695632363,187965.358052527,187862.184607173,188220.848656415,188638.11995879,189196.821872107,189655.504853387,190072.776155761,190490.047458136,190665.86921753,105656.846087514,105332.573186722,105332.573186722,105515.41547657,105515.41547657,105315.377612497,103125.111373972,103059.359702992,10313.5480512355,9830.6489652751,9347.7498793154,8864.85079335558,8481.97063943239,7999.07155347258,7516.17246751287,7133.29231359023,6650.39322762987,6226.10139480133,5743.20230884163,5360.32215491898,4836.01139005338,4411.71955722484,4028.83940330231,3604.54757047377,0,0,0,441.487407054582,441.487407054582,682.936950034704,882.974814109048,882.974814109048,1124.42435708863,1365.87390006875,1365.87390006875,1907.38023915984,2148.82978213997,2148.82978213997,2148.82978213997,2148.82978213997,2731.74780013696,2731.74780013696,2731.74780013696,3414.68475017166,3414.68475017166,2497.31878761119,3221.66741655113,3904.60436658529,4480.50185412835,3856.17215722547,3897.58383613136,3897.58383613136,4197.64063224288,4480.50185412835,4480.50185412835,4780.55865023975,4780.55865023975,4921.98926118282,5363.4766682374,6046.41361827144,6629.33163626832,6870.78117924856,5263.45773620023,5604.92621121686,6046.41361827144,6387.88209328808,6870.78117924856
"OB2",155568.36477481,155451.150268547,155051.074540398,154726.801639607,154526.763775532,154985.446756813,187220.783223438,187237.978797664,187638.054525812,187372.388878153,187441.171175056,187634.188508676,188665.614464181,188561.729515009,189500.157068931,190017.447303343,188031.109723507,187927.936278152,188286.600327395,188703.871629769,189262.573543086,189721.256524367,190138.527826741,190555.799129115,190731.62088851,105722.597758495,105398.324857703,105398.324857703,105581.167147551,105581.167147551,105381.129283478,103190.863044953,103125.111373973,10755.03545829,10272.1363723297,9789.23728636998,9306.33820041016,8923.45804648698,8440.55896052716,7957.65987456746,7574.77972064481,7091.88063468445,6667.58880185591,6184.68971589621,5801.80956197356,5277.49879710797,4853.20696427943,4470.3268103569,4046.03497752836,441.487407054582,441.487407054582,441.487407054582,0,0,241.449542980122,441.487407054466,441.487407054466,682.936950034045,924.386493014167,924.386493014167,1465.89283210526,1707.34237508538,1707.34237508538,1707.34237508538,1707.34237508538,2290.26039308237,2290.26039308237,2290.26039308237,2973.19734311708,2973.19734311708,2055.83138055661,2780.18000949655,3463.11695953071,4039.01444707377,3414.68475017089,3456.09642907678,3456.09642907678,3756.1532251883,4039.01444707377,4039.01444707377,4339.07124318517,4339.07124318517,4480.50185412824,4921.98926118282,5604.92621121686,6187.84422921374,6429.29377219397,4821.97032914565,5163.43880416228,5604.92621121686,5946.3946862335,6429.29377219397
"GOB2",155568.36477481,155451.150268547,155051.074540398,154726.801639607,154526.763775532,154985.446756813,187220.783223438,187237.978797664,187638.054525812,187372.388878153,187441.171175056,187634.188508676,188665.614464181,188561.729515009,189500.157068931,190017.447303343,188031.109723507,187927.936278152,188286.600327395,188703.871629769,189262.573543086,189721.256524367,190138.527826741,190555.799129115,190731.62088851,105722.597758495,105398.324857703,105398.324857703,105581.167147551,105581.167147551,105381.129283478,103190.863044953,103125.111373973,10755.03545829,10272.1363723297,9789.23728636998,9306.33820041016,8923.45804648698,8440.55896052716,7957.65987456746,7574.77972064481,7091.88063468445,6667.58880185591,6184.68971589621,5801.80956197356,5277.49879710797,4853.20696427943,4470.3268103569,4046.03497752836,441.487407054582,441.487407054582,441.487407054582,0,0,241.449542980122,441.487407054466,441.487407054466,682.936950034045,924.386493014167,924.386493014167,1465.89283210526,1707.34237508538,1707.34237508538,1707.34237508538,1707.34237508538,2290.26039308237,2290.26039308237,2290.26039308237,2973.19734311708,2973.19734311708,2055.83138055661,2780.18000949655,3463.11695953071,4039.01444707377,3414.68475017089,3456.09642907678,3456.09642907678,3756.1532251883,4039.01444707377,4039.01444707377,4339.07124318517,4339.07124318517,4480.50185412824,4921.98926118282,5604.92621121686,6187.84422921374,6429.29377219397,4821.97032914565,5163.43880416228,5604.92621121686,5946.3946862335,6429.29377219397
"NOB2",155409.738589641,155292.524083379,154892.44835523,154568.175454439,154368.137590364,154826.820571644,187203.661981649,187220.857555874,187620.933284023,187355.267636363,187424.049933267,187617.067266887,188648.493222392,188544.60827322,189483.035827141,190000.326061553,188013.988481717,187910.815036363,188269.479085606,188686.75038798,189245.452301297,189704.135282577,190121.406584951,190538.677887326,190714.49964672,105705.476516706,105381.203615915,105381.203615915,105564.045905763,105564.045905763,105364.008041689,103173.741803164,103107.990132184,10996.4850012702,10513.5859153098,10030.6868293501,9547.78774339029,9164.9075894671,8682.00850350728,8199.10941754758,7816.22926362493,7333.33017766457,6909.03834483603,6426.13925887633,6043.25910495368,5518.94834008809,5094.65650725955,4711.77635333702,4287.48452050848,682.936950034704,682.936950034704,682.936950034704,241.449542980122,241.449542980122,0,200.037864074344,200.037864074344,441.487407053924,682.936950034045,682.936950034045,1224.44328912514,1465.89283210526,1465.89283210526,1465.89283210526,1465.89283210526,2048.81085010225,2048.81085010225,2048.81085010225,2731.74780013696,2731.74780013696,1814.38183757648,2538.73046651642,3221.66741655059,3797.56490409365,3173.23520719076,3214.64688609666,3214.64688609666,3514.70368220817,3797.56490409365,3797.56490409365,4097.62170020505,4097.62170020505,4239.05231114811,4680.5397182027,5363.47666823674,5946.39468623361,6187.84422921385,4580.52078616552,4921.98926118216,5363.47666823674,5704.94514325338,6187.84422921385
"OB3",155209.700725567,155092.486219304,154692.410491156,154368.137590365,154168.09972629,154626.78270757,187286.534894418,187303.730468643,187703.806196792,187438.140549132,187506.922846036,187699.940179656,188731.366135161,188627.481185989,189565.90873991,190083.198974322,188096.861394486,187993.687949132,188352.351998375,188769.623300749,189328.325214066,189787.008195346,190204.27949772,190621.550800095,190797.37255949,105788.349429476,105464.076528684,105464.076528684,105646.918818532,105646.918818532,105446.880954459,103256.614715934,103190.863044954,11196.5228653445,10713.6237793842,10230.7246934244,9747.82560746463,9364.94545354144,8882.04636758162,8399.14728162192,8016.26712769928,7533.36804173892,7109.07620891038,6626.17712295067,6243.29696902803,5718.98620416243,5294.69437133389,4911.81421741136,4487.52238458282,882.974814109048,882.974814109048,882.974814109048,441.487407054466,441.487407054466,200.037864074344,0,0,241.44954297958,482.899085959702,482.899085959702,1024.4054250508,1265.85496803092,1265.85496803092,1265.85496803092,1265.85496803092,1848.77298602791,1848.77298602791,1848.77298602791,2531.70993606261,2531.70993606261,1614.34397350214,2338.69260244208,3021.62955247624,3597.5270400193,2973.19734311642,3014.60902202231,3014.60902202231,3314.66581813383,3597.5270400193,3597.5270400193,3897.5838361307,3897.5838361307,4039.01444707377,4480.50185412835,5163.4388041624,5746.35682215927,5987.80636513951,4380.48292209118,4721.95139710781,5163.4388041624,5504.90727917903,5987.80636513951
"GOB3",155209.700725567,155092.486219304,154692.410491156,154368.137590365,154168.09972629,154626.78270757,187286.534894418,187303.730468643,187703.806196792,187438.140549132,187506.922846036,187699.940179656,188731.366135161,188627.481185989,189565.90873991,190083.198974322,188096.861394486,187993.687949132,188352.351998375,188769.623300749,189328.325214066,189787.008195346,190204.27949772,190621.550800095,190797.37255949,105788.349429476,105464.076528684,105464.076528684,105646.918818532,105646.918818532,105446.880954459,103256.614715934,103190.863044954,11196.5228653445,10713.6237793842,10230.7246934244,9747.82560746463,9364.94545354144,8882.04636758162,8399.14728162192,8016.26712769928,7533.36804173892,7109.07620891038,6626.17712295067,6243.29696902803,5718.98620416243,5294.69437133389,4911.81421741136,4487.52238458282,882.974814109048,882.974814109048,882.974814109048,441.487407054466,441.487407054466,200.037864074344,0,0,241.44954297958,482.899085959702,482.899085959702,1024.4054250508,1265.85496803092,1265.85496803092,1265.85496803092,1265.85496803092,1848.77298602791,1848.77298602791,1848.77298602791,2531.70993606261,2531.70993606261,1614.34397350214,2338.69260244208,3021.62955247624,3597.5270400193,2973.19734311642,3014.60902202231,3014.60902202231,3314.66581813383,3597.5270400193,3597.5270400193,3897.5838361307,3897.5838361307,4039.01444707377,4480.50185412835,5163.4388041624,5746.35682215927,5987.80636513951,4380.48292209118,4721.95139710781,5163.4388041624,5504.90727917903,5987.80636513951
"NOB3",155051.074540398,154933.860034135,154533.784305986,154209.511405195,154009.47354112,154468.156522401,187269.41365263,187286.609226855,187686.684955003,187421.019307344,187489.801604247,187682.818937867,188714.244893372,188610.3599442,189548.787498122,190066.077732534,188079.740152698,187976.566707343,188335.230756586,188752.502058961,189311.203972277,189769.886953558,190187.158255932,190604.429558307,190780.251317701,105771.228187688,105446.955286896,105446.955286896,105629.797576745,105629.797576745,105429.759712671,103239.493474146,103173.741803166,11437.9724083241,10955.0733223637,10472.174236404,9989.27515044421,9606.39499652102,9123.4959105612,8640.5968246015,8257.71667067886,7774.8175847185,7350.52575188996,6867.62666593025,6484.74651200761,5960.43574714201,5536.14391431347,5153.26376039094,4728.9719275624,1124.42435708863,1124.42435708863,1124.42435708863,682.936950034045,682.936950034045,441.487407053924,241.44954297958,241.44954297958,0,241.449542980122,241.449542980122,782.955882071217,1024.40542505134,1024.40542505134,1024.40542505134,1024.40542505134,1607.32344304833,1607.32344304833,1607.32344304833,2290.26039308303,2290.26039308303,1372.8944305226,2097.2430594625,2780.18000949666,3356.07749703972,2731.74780013684,2773.15947904273,2773.15947904273,3073.21627515425,3356.07749703972,3356.07749703972,3656.13429315112,3656.13429315112,3797.56490409419,4239.05231114877,4921.98926118282,5504.90727917969,5746.35682215993,4139.0333791116,4480.50185412824,4921.98926118282,5263.45773619945,5746.35682215993
"OB4",154892.448355229,154775.233848967,154375.158120818,154050.885220027,153850.847355952,154309.530337233,187252.29241084,187269.487985065,187669.563713214,187403.898065554,187472.680362458,187665.697696078,188697.123651583,188593.238702411,189531.666256332,190048.956490744,188062.618910908,187959.445465554,188318.109514797,188735.380817171,189294.082730488,189752.765711768,190170.037014142,190587.308316517,190763.130075912,105754.106945899,105429.834045108,105429.834045108,105612.676334956,105612.676334956,105412.638470882,103222.372232357,103156.620561377,11679.4219513042,11196.5228653439,10713.6237793842,10230.7246934243,9847.84453950114,9364.94545354132,8882.04636758162,8499.16621365898,8016.26712769862,7591.97529487008,7109.07620891038,6726.19605498773,6201.88529012213,5777.59345729359,5394.71330337106,4970.42147054252,1365.87390006875,1365.87390006875,1365.87390006875,924.386493014167,924.386493014167,682.936950034045,482.899085959702,482.899085959702,241.449542980122,0,0,541.506339091096,782.955882071217,782.955882071217,782.955882071217,782.955882071217,1365.87390006821,1365.87390006821,1365.87390006821,2048.81085010291,2048.81085010291,1131.44488754247,1855.79351648238,2538.73046651654,3114.6279540596,2490.29825715672,2531.70993606261,2531.70993606261,2831.76673217413,3114.6279540596,3114.6279540596,3414.684750171,3414.684750171,3556.11536111407,3997.60276816865,4680.5397182027,5263.45773619957,5504.90727917981,3897.58383613148,4239.05231114811,4680.5397182027,5022.00819321933,5504.90727917981
"GOB4",154892.448355229,154775.233848967,154375.158120818,154050.885220027,153850.847355952,154309.530337233,187252.29241084,187269.487985065,187669.563713214,187403.898065554,187472.680362458,187665.697696078,188697.123651583,188593.238702411,189531.666256332,190048.956490744,188062.618910908,187959.445465554,188318.109514797,188735.380817171,189294.082730488,189752.765711768,190170.037014142,190587.308316517,190763.130075912,105754.106945899,105429.834045108,105429.834045108,105612.676334956,105612.676334956,105412.638470882,103222.372232357,103156.620561377,11679.4219513042,11196.5228653439,10713.6237793842,10230.7246934243,9847.84453950114,9364.94545354132,8882.04636758162,8499.16621365898,8016.26712769862,7591.97529487008,7109.07620891038,6726.19605498773,6201.88529012213,5777.59345729359,5394.71330337106,4970.42147054252,1365.87390006875,1365.87390006875,1365.87390006875,924.386493014167,924.386493014167,682.936950034045,482.899085959702,482.899085959702,241.449542980122,0,0,541.506339091096,782.955882071217,782.955882071217,782.955882071217,782.955882071217,1365.87390006821,1365.87390006821,1365.87390006821,2048.81085010291,2048.81085010291,1131.44488754247,1855.79351648238,2538.73046651654,3114.6279540596,2490.29825715672,2531.70993606261,2531.70993606261,2831.76673217413,3114.6279540596,3114.6279540596,3414.684750171,3414.684750171,3556.11536111407,3997.60276816865,4680.5397182027,5263.45773619957,5504.90727917981,3897.58383613148,4239.05231114811,4680.5397182027,5022.00819321933,5504.90727917981
"NOB4",154433.765373949,154316.550867686,153916.475139538,153592.202238747,153392.164374671,153850.847355952,187359.480538205,187376.67611243,187776.751840579,187511.086192919,187579.868489823,187772.885823443,188804.311778948,188700.426829776,189638.854383697,190156.144618109,188169.807038273,188066.633592919,188425.297642162,188842.568944536,189401.270857853,189859.953839133,190277.225141508,190694.496443882,190870.318203277,105861.295073265,105537.022172474,105537.022172474,105719.864462322,105719.864462322,105519.826598249,103329.560359724,103263.808688744,12220.9282903953,11738.0292044349,11255.1301184752,10772.2310325154,10389.3508785922,9906.45179263242,9423.55270667272,9040.67255275007,8557.77346678971,8133.48163396117,7650.58254800147,7267.70239407882,6743.39162921323,6319.09979638469,5936.21964246216,5511.92780963362,1907.38023915984,1907.38023915984,1907.38023915984,1465.89283210526,1465.89283210526,1224.44328912514,1024.4054250508,1024.4054250508,782.955882071217,541.506339091096,541.506339091096,0,241.449542980122,241.449542980122,241.449542980122,241.449542980122,824.367560977112,824.367560977112,824.367560977112,1507.30451101182,1507.30451101182,824.268451061322,1372.8696530437,1997.22412742544,2573.12161496851,1948.79191806562,1990.20359697152,1990.20359697152,2290.26039308303,2573.12161496851,2573.12161496851,2873.17841107991,2873.17841107991,3014.60902202297,3456.09642907755,4139.0333791116,4721.95139710847,4963.40094008871,3356.07749704038,3697.54597205702,4139.0333791116,4480.50185412824,4963.40094008871
"OB5",154275.139188781,154157.924682518,153757.848954369,153433.576053578,153233.538189503,153692.221170784,187342.359296416,187359.554870641,187759.63059879,187493.96495113,187562.747248034,187755.764581654,188787.190537159,188683.305587986,189621.733141908,190139.02337632,188152.685796484,188049.51235113,188408.176400372,188825.447702747,189384.149616063,189842.832597344,190260.103899718,190677.375202093,190853.196961487,105844.173831477,105519.900930685,105519.900930685,105702.743220534,105702.743220534,105502.70535646,103312.439117935,103246.687446955,12462.3778333754,11979.4787474151,11496.5796614554,11013.6805754955,10630.8004215724,10147.9013356125,9665.00224965284,9282.1220957302,8799.22300976983,8374.93117694129,7892.03209098159,7509.15193705895,6984.84117219335,6560.54933936481,6177.66918544228,5753.37735261374,2148.82978213997,2148.82978213997,2148.82978213997,1707.34237508538,1707.34237508538,1465.89283210526,1265.85496803092,1265.85496803092,1024.40542505134,782.955882071217,782.955882071217,241.449542980122,0,0,0,0,582.91801799699,582.91801799699,582.91801799699,1265.85496803169,1265.85496803169,641.401383733789,1190.0025857159,1755.77458444532,2331.67207198839,1707.3423750855,1748.7540539914,1748.7540539914,2048.81085010291,2331.67207198839,2331.67207198839,2631.72886809978,2631.72886809978,2773.15947904285,3214.64688609743,3897.58383613148,4480.50185412835,4721.95139710859,3114.62795406026,3456.0964290769,3897.58383613148,4239.05231114811,4721.95139710859
"GOB6",154275.139188781,154157.924682518,153757.848954369,153433.576053578,153233.538189503,153692.221170784,187342.359296416,187359.554870641,187759.63059879,187493.96495113,187562.747248034,187755.764581654,188787.190537159,188683.305587986,189621.733141908,190139.02337632,188152.685796484,188049.51235113,188408.176400372,188825.447702747,189384.149616063,189842.832597344,190260.103899718,190677.375202093,190853.196961487,105844.173831477,105519.900930685,105519.900930685,105702.743220534,105702.743220534,105502.70535646,103312.439117935,103246.687446955,12462.3778333754,11979.4787474151,11496.5796614554,11013.6805754955,10630.8004215724,10147.9013356125,9665.00224965284,9282.1220957302,8799.22300976983,8374.93117694129,7892.03209098159,7509.15193705895,6984.84117219335,6560.54933936481,6177.66918544228,5753.37735261374,2148.82978213997,2148.82978213997,2148.82978213997,1707.34237508538,1707.34237508538,1465.89283210526,1265.85496803092,1265.85496803092,1024.40542505134,782.955882071217,782.955882071217,241.449542980122,0,0,0,0,582.91801799699,582.91801799699,582.91801799699,1265.85496803169,1265.85496803169,641.401383733789,1190.0025857159,1755.77458444532,2331.67207198839,1707.3423750855,1748.7540539914,1748.7540539914,2048.81085010291,2331.67207198839,2331.67207198839,2631.72886809978,2631.72886809978,2773.15947904285,3214.64688609743,3897.58383613148,4480.50185412835,4721.95139710859,3114.62795406026,3456.0964290769,3897.58383613148,4239.05231114811,4721.95139710859
"NOB5",154275.139188781,154157.924682518,153757.848954369,153433.576053578,153233.538189503,153692.221170784,187342.359296416,187359.554870641,187759.63059879,187493.96495113,187562.747248034,187755.764581654,188787.190537159,188683.305587986,189621.733141908,190139.02337632,188152.685796484,188049.51235113,188408.176400372,188825.447702747,189384.149616063,189842.832597344,190260.103899718,190677.375202093,190853.196961487,105844.173831477,105519.900930685,105519.900930685,105702.743220534,105702.743220534,105502.70535646,103312.439117935,103246.687446955,12462.3778333754,11979.4787474151,11496.5796614554,11013.6805754955,10630.8004215724,10147.9013356125,9665.00224965284,9282.1220957302,8799.22300976983,8374.93117694129,7892.03209098159,7509.15193705895,6984.84117219335,6560.54933936481,6177.66918544228,5753.37735261374,2148.82978213997,2148.82978213997,2148.82978213997,1707.34237508538,1707.34237508538,1465.89283210526,1265.85496803092,1265.85496803092,1024.40542505134,782.955882071217,782.955882071217,241.449542980122,0,0,0,0,582.91801799699,582.91801799699,582.91801799699,1265.85496803169,1265.85496803169,641.401383733789,1190.0025857159,1755.77458444532,2331.67207198839,1707.3423750855,1748.7540539914,1748.7540539914,2048.81085010291,2331.67207198839,2331.67207198839,2631.72886809978,2631.72886809978,2773.15947904285,3214.64688609743,3897.58383613148,4480.50185412835,4721.95139710859,3114.62795406026,3456.0964290769,3897.58383613148,4239.05231114811,4721.95139710859
"GOB7",154275.139188781,154157.924682518,153757.848954369,153433.576053578,153233.538189503,153692.221170784,187342.359296416,187359.554870641,187759.63059879,187493.96495113,187562.747248034,187755.764581654,188787.190537159,188683.305587986,189621.733141908,190139.02337632,188152.685796484,188049.51235113,188408.176400372,188825.447702747,189384.149616063,189842.832597344,190260.103899718,190677.375202093,190853.196961487,105844.173831477,105519.900930685,105519.900930685,105702.743220534,105702.743220534,105502.70535646,103312.439117935,103246.687446955,12462.3778333754,11979.4787474151,11496.5796614554,11013.6805754955,10630.8004215724,10147.9013356125,9665.00224965284,9282.1220957302,8799.22300976983,8374.93117694129,7892.03209098159,7509.15193705895,6984.84117219335,6560.54933936481,6177.66918544228,5753.37735261374,2148.82978213997,2148.82978213997,2148.82978213997,1707.34237508538,1707.34237508538,1465.89283210526,1265.85496803092,1265.85496803092,1024.40542505134,782.955882071217,782.955882071217,241.449542980122,0,0,0,0,582.91801799699,582.91801799699,582.91801799699,1265.85496803169,1265.85496803169,641.401383733789,1190.0025857159,1755.77458444532,2331.67207198839,1707.3423750855,1748.7540539914,1748.7540539914,2048.81085010291,2331.67207198839,2331.67207198839,2631.72886809978,2631.72886809978,2773.15947904285,3214.64688609743,3897.58383613148,4480.50185412835,4721.95139710859,3114.62795406026,3456.0964290769,3897.58383613148,4239.05231114811,4721.95139710859
"STSUB1",153857.867886406,153740.653380143,153340.577651995,153016.304751204,152816.266887129,153274.949868409,187349.553269222,187366.748843448,187766.824571596,187501.158923937,187569.94122084,187762.95855446,188794.384509965,188690.499560793,189628.927114715,190146.217349127,188159.879769291,188056.706323936,188415.370373179,188832.641675553,189391.34358887,189850.026570151,190267.297872525,190684.569174899,190860.390934294,106085.697706894,105761.424806103,105761.424806103,105944.267095951,105944.267095951,105744.229231878,103553.962993352,103488.211322373,13045.2958513724,12562.3967654121,12079.4976794524,11596.5985934925,11213.7184395694,10730.8193536095,10247.9202676498,9865.04011372719,9382.14102776683,8957.84919493828,8474.95010897858,8092.06995505594,7567.75919019034,7143.4673573618,6760.58720343927,6336.29537061073,2731.74780013696,2731.74780013696,2731.74780013696,2290.26039308237,2290.26039308237,2048.81085010225,1848.77298602791,1848.77298602791,1607.32344304833,1365.87390006821,1365.87390006821,824.367560977112,582.91801799699,582.91801799699,582.91801799699,582.91801799699,0,0,0,682.936950034704,682.936950034704,565.722443771607,782.831994676773,1231.43904210072,1748.7540539914,1124.42435708851,1165.83603599441,1165.83603599441,1465.89283210592,1748.7540539914,1748.7540539914,2048.81085010279,2048.81085010279,2190.24146104586,2631.72886810044,3314.66581813449,3897.58383613136,4139.0333791116,2531.70993606327,2873.17841107991,3314.66581813449,3656.13429315112,4139.0333791116
"GOB8",153857.867886406,153740.653380143,153340.577651995,153016.304751204,152816.266887129,153274.949868409,187349.553269222,187366.748843448,187766.824571596,187501.158923937,187569.94122084,187762.95855446,188794.384509965,188690.499560793,189628.927114715,190146.217349127,188159.879769291,188056.706323936,188415.370373179,188832.641675553,189391.34358887,189850.026570151,190267.297872525,190684.569174899,190860.390934294,106085.697706894,105761.424806103,105761.424806103,105944.267095951,105944.267095951,105744.229231878,103553.962993352,103488.211322373,13045.2958513724,12562.3967654121,12079.4976794524,11596.5985934925,11213.7184395694,10730.8193536095,10247.9202676498,9865.04011372719,9382.14102776683,8957.84919493828,8474.95010897858,8092.06995505594,7567.75919019034,7143.4673573618,6760.58720343927,6336.29537061073,2731.74780013696,2731.74780013696,2731.74780013696,2290.26039308237,2290.26039308237,2048.81085010225,1848.77298602791,1848.77298602791,1607.32344304833,1365.87390006821,1365.87390006821,824.367560977112,582.91801799699,582.91801799699,582.91801799699,582.91801799699,0,0,0,682.936950034704,682.936950034704,565.722443771607,782.831994676773,1231.43904210072,1748.7540539914,1124.42435708851,1165.83603599441,1165.83603599441,1465.89283210592,1748.7540539914,1748.7540539914,2048.81085010279,2048.81085010279,2190.24146104586,2631.72886810044,3314.66581813449,3897.58383613136,4139.0333791116,2531.70993606327,2873.17841107991,3314.66581813449,3656.13429315112,4139.0333791116
"NOB6",153857.867886406,153740.653380143,153340.577651995,153016.304751204,152816.266887129,153274.949868409,187349.553269222,187366.748843448,187766.824571596,187501.158923937,187569.94122084,187762.95855446,188794.384509965,188690.499560793,189628.927114715,190146.217349127,188159.879769291,188056.706323936,188415.370373179,188832.641675553,189391.34358887,189850.026570151,190267.297872525,190684.569174899,190860.390934294,106085.697706894,105761.424806103,105761.424806103,105944.267095951,105944.267095951,105744.229231878,103553.962993352,103488.211322373,13045.2958513724,12562.3967654121,12079.4976794524,11596.5985934925,11213.7184395694,10730.8193536095,10247.9202676498,9865.04011372719,9382.14102776683,8957.84919493828,8474.95010897858,8092.06995505594,7567.75919019034,7143.4673573618,6760.58720343927,6336.29537061073,2731.74780013696,2731.74780013696,2731.74780013696,2290.26039308237,2290.26039308237,2048.81085010225,1848.77298602791,1848.77298602791,1607.32344304833,1365.87390006821,1365.87390006821,824.367560977112,582.91801799699,582.91801799699,582.91801799699,582.91801799699,0,0,0,682.936950034704,682.936950034704,565.722443771607,782.831994676773,1231.43904210072,1748.7540539914,1124.42435708851,1165.83603599441,1165.83603599441,1465.89283210592,1748.7540539914,1748.7540539914,2048.81085010279,2048.81085010279,2190.24146104586,2631.72886810044,3314.66581813449,3897.58383613136,4139.0333791116,2531.70993606327,2873.17841107991,3314.66581813449,3656.13429315112,4139.0333791116
