"","amp_2017_8","mon_2017_10","and_2017_3","gm_2017","amp_2017_9","and_2017_5","ir_2017_2","gm_2017_15","gm_2017_13","gm_2017_5","gm_2017_3","gm_2017_16","mon_2017_9","gm_2017_11","mon_2017_3","and_2017_7","gm_2017_12","gm_2017_7","gm_2017_8","amp_2017_6","amp_2017_2","and_2017_1","and_2017_2","mon_2017_7","lix_2017_6","amp_2017_1","gm_2017_1","amp_2017_4","lix_2017_2","lix_2017_4","lix_2017_3","lix_2017_5","lix_2017_7","gm_2017_14","gm_2017_2","gm_2017_4","gm_2017_9","mon_2017","mon_2017_8","ir_2017_6","lix_2017_8","ir_2017_3","mon_2017_6","ir_2017_5","ir_2017_8","and_2017_8","and_2017_4","ir_2017_1","ir_2017_21","mon_2017_5","amp_2017_5","mon_2017_2","lix_2017_9","ir_2017_7","amp_2017_3","mon_2017_4","mon_2017_1","gm_2017_6","and_2017_6","and_2017","ir_2017_16","ir_2017_18","ir_2017_15","ir_2017_12","ir_2017_19","ir_2017_13","ir_2017_17","ir_2017_11","ir_2017_20","ir_2017_10","ir_2017_14","ir_2017_9","ir_2017_4","lix_2017_1","rel_life4fish1","rel_life4fish2","rel_life4fish3","rel_life4fish5","rel_life4fish4","rel_life4fish6"
"amp_2017_2",199.968809871003,32952.9153408246,19711.9090358365,34793.6092043367,2754.96792817666,19753.3274460578,15023.1941515636,34793.6092043367,34793.6092043367,34835.0276145573,34835.0276145573,31190.296358552,32453.0532939241,34793.6092043367,32453.0532939241,19753.3274460578,34793.6092043367,34835.0276145573,34835.0276145573,99.9844049355015,0,19653.3550366777,19711.9090358365,32411.6348837027,44821.8637000088,0,34876.4460247787,0,44863.2701146747,44863.2701146747,44863.2701146747,44821.8637000088,44821.8637000088,34793.6092043367,34835.0276145573,34835.0276145573,34835.0276145573,32411.6348837027,32453.0532939241,15023.1941515636,44921.8481049443,15023.1941515636,32411.6348837027,15023.1941515636,14981.7757413422,17771.014847393,19753.3274460578,15023.1941515636,16588.4935193253,32411.6348837027,0,32453.0532939241,45587.3957882856,14981.7757413422,0,32453.0532939241,32453.0532939241,34935.0000239375,19753.3274460578,19312.019398316,14923.2217421835,14923.2217421835,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15140.3021498812,15023.1941515636,44863.2701146747,37607.131131672,34698.2307963843,32787.0137843886,15581.6101976229,19012.1021701756,941.170094642427
"and_2017_1",19736.1918571203,52606.2703775021,141.39081960147,15140.254167659,22408.3229648543,241.375224536972,34676.5491882412,15140.254167659,15140.254167659,15181.6725778797,15181.6725778797,11536.9413218743,52106.4083306015,15140.254167659,52106.4083306015,241.375224536972,15140.254167659,15181.6725778797,15181.6725778797,19694.773446899,19653.3550366777,0,141.39081960147,52064.9899203802,64475.2187366862,19653.3550366777,15223.090988101,19653.3550366777,64516.6251513522,64516.6251513522,64516.6251513522,64475.2187366862,64475.2187366862,15140.254167659,15181.6725778797,15181.6725778797,15181.6725778797,52064.9899203802,52106.4083306015,34676.5491882412,64575.2031416217,34676.5491882412,52064.9899203802,34676.5491882412,34635.1307780199,1882.34018928462,241.375224536972,34676.5491882412,36241.8485560029,52064.9899203802,19653.3550366777,52106.4083306015,65240.7508249631,34635.1307780199,19653.3550366777,52106.4083306015,52106.4083306015,15281.6449872598,241.375224536972,341.335638361622,34576.5767788612,34576.5767788612,34576.5767788612,34676.5491882412,34576.5767788612,34676.5491882412,34576.5767788612,34676.5491882412,34576.5767788612,34676.5491882412,34576.5767788612,34793.6571865588,34676.5491882412,64516.6251513522,17953.7760949944,54351.5858330618,13133.6587477109,35234.9652343006,641.252866502025,20594.5251313201
"and_2017_2",19794.7458562791,52664.8243766609,0,15081.7001685002,22466.8769640131,99.9844049355015,34735.1031874,15081.7001685002,15081.7001685002,15123.1185787209,15123.1185787209,11478.3873227155,52164.9623297603,15081.7001685002,52164.9623297603,99.9844049355015,15081.7001685002,15123.1185787209,15123.1185787209,19753.3274460578,19711.9090358365,141.39081960147,0,52123.543919539,64533.772735845,19711.9090358365,15164.5369889422,19711.9090358365,64575.179150511,64575.179150511,64575.179150511,64533.772735845,64533.772735845,15081.7001685002,15123.1185787209,15123.1185787209,15123.1185787209,52123.543919539,52164.9623297603,34735.1031874,64633.7571407805,34735.1031874,52123.543919539,34735.1031874,34693.6847771787,1940.89418844342,99.9844049355015,34735.1031874,36300.4025551617,52123.543919539,19711.9090358365,52164.9623297603,65299.3048241219,34693.6847771787,19711.9090358365,52164.9623297603,52164.9623297603,15223.090988101,99.9844049355015,399.88963752042,34635.13077802,34635.13077802,34635.13077802,34735.1031874,34635.13077802,34735.1031874,34635.13077802,34735.1031874,34635.13077802,34735.1031874,34635.13077802,34852.2111857176,34735.1031874,64575.179150511,17895.2220958356,54410.1398322206,13075.1047485521,35293.5192334594,699.806865660823,20653.0791304789
"mon_2017_7",32411.6348837027,541.280457121891,52123.543919539,67205.244088039,29715.2329502402,52164.9623297603,17388.4407321391,67205.244088039,67205.244088039,67246.6624982597,67246.6624982597,63601.9312422544,99.9844049355015,67205.244088039,99.9844049355015,52164.9623297603,67205.244088039,67246.6624982597,67246.6624982597,32370.2164734814,32411.6348837027,52064.9899203802,52123.543919539,0,13244.3272514433,32411.6348837027,67288.080908481,32411.6348837027,13285.7336661093,13285.7336661093,13285.7336661093,13244.3272514433,13244.3272514433,67205.244088039,67246.6624982597,67246.6624982597,67246.6624982597,0,99.9844049355015,17388.4407321391,13344.3116563788,17388.4407321391,0,17388.4407321391,17429.8591423605,50182.6497310956,52164.9623297603,17388.4407321391,15823.1413643774,0,32411.6348837027,99.9844049355015,14009.8593397202,17429.8591423605,32411.6348837027,99.9844049355015,99.9844049355015,67346.6349076398,52164.9623297603,51723.6542820186,17488.4131415192,17488.4131415192,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17271.3327338215,17388.4407321391,13285.7336661093,70018.7660153744,3120.69434781874,65198.648668091,16830.0246860798,51423.7370538782,31470.4647890603
"lix_2017_6",44821.8637000088,12713.1191198003,64533.772735845,79615.4729043451,42125.4617665463,64575.1911460664,29798.6695484453,79615.4729043451,79615.4729043451,79656.8913145658,79656.8913145658,76012.1600585605,13285.7456616647,79615.4729043451,13202.908841222,64575.1911460664,79615.4729043451,79656.8913145658,79656.8913145658,44780.4452897874,44821.8637000088,64475.2187366862,64533.772735845,13244.3272514433,0,44821.8637000088,79698.3097247871,44821.8637000088,99.9724093801342,99.9724093801342,99.9724093801342,0,0,79615.4729043451,79656.8913145658,79656.8913145658,79656.8913145658,13244.3272514433,13285.7456616647,29798.6695484453,99.9844049355015,29798.6695484453,13244.3272514433,29798.6695484453,29840.0879586667,62592.8785474016,64575.1911460664,29798.6695484453,28233.3701806836,13244.3272514433,44821.8637000088,13202.908841222,765.532088276884,29840.0879586667,44821.8637000088,13202.908841222,13202.908841222,79756.8637239459,64575.1911460664,64133.8830983246,29898.6419578253,29898.6419578253,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29681.5615501277,29798.6695484453,99.9724093801342,82428.9948316805,10123.6329036246,77608.8774843971,29240.253502386,63833.9658701842,43880.6936053664
"amp_2017_1",199.968809871003,32952.9153408246,19711.9090358365,34793.6092043367,2754.96792817666,19753.3274460578,15023.1941515636,34793.6092043367,34793.6092043367,34835.0276145573,34835.0276145573,31190.296358552,32453.0532939241,34793.6092043367,32453.0532939241,19753.3274460578,34793.6092043367,34835.0276145573,34835.0276145573,99.9844049355015,0,19653.3550366777,19711.9090358365,32411.6348837027,44821.8637000088,0,34876.4460247787,0,44863.2701146747,44863.2701146747,44863.2701146747,44821.8637000088,44821.8637000088,34793.6092043367,34835.0276145573,34835.0276145573,34835.0276145573,32411.6348837027,32453.0532939241,15023.1941515636,44921.8481049443,15023.1941515636,32411.6348837027,15023.1941515636,14981.7757413422,17771.014847393,19753.3274460578,15023.1941515636,16588.4935193253,32411.6348837027,0,32453.0532939241,45587.3957882856,14981.7757413422,0,32453.0532939241,32453.0532939241,34935.0000239375,19753.3274460578,19312.019398316,14923.2217421835,14923.2217421835,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15140.3021498812,15023.1941515636,44863.2701146747,37607.131131672,34698.2307963843,32787.0137843886,15581.6101976229,19012.1021701756,941.170094642427
"gm_2017_1",34959.2828452213,67829.3613656029,15164.5369889422,199.968809870072,37631.4139529553,15205.9553991635,49899.6401763421,199.968809870072,199.968809870072,99.9844049355015,99.9844049355015,3686.1496662267,67329.4993187024,199.968809870072,67329.4993187024,15205.9553991635,199.968809870072,99.9844049355015,99.9844049355015,34917.864435,34876.4460247787,15223.090988101,15164.5369889422,67288.080908481,79698.3097247871,34876.4460247787,0,34876.4460247787,79739.7161394531,79739.7161394531,79739.7161394531,79698.3097247871,79698.3097247871,199.968809870072,99.9844049355015,99.9844049355015,99.9844049355015,67288.0809084811,67329.4993187024,49899.6401763421,79798.2941297226,49899.6401763421,67288.0809084811,49899.6401763421,49858.2217661208,17105.4311773856,15205.9553991635,49899.6401763421,51464.9395441038,67288.0809084811,34876.4460247787,67329.4993187024,80463.841813064,49858.2217661208,34876.4460247787,67329.4993187024,67329.4993187024,141.39081960147,15205.9553991635,15564.4266264626,49799.6677669621,49799.6677669621,49799.6677669621,49899.6401763421,49799.6677669621,49899.6401763421,49799.6677669621,49899.6401763421,49799.6677669621,49899.6401763421,49799.6677669621,50016.7481746597,49899.6401763421,79739.7161394531,2896.35874777739,69574.6768211626,2089.4322403901,50458.0562224014,15864.343854603,35817.6161194211
"amp_2017_4",199.968809871003,32952.9153408246,19711.9090358365,34793.6092043367,2754.96792817666,19753.3274460578,15023.1941515636,34793.6092043367,34793.6092043367,34835.0276145573,34835.0276145573,31190.296358552,32453.0532939241,34793.6092043367,32453.0532939241,19753.3274460578,34793.6092043367,34835.0276145573,34835.0276145573,99.9844049355015,0,19653.3550366777,19711.9090358365,32411.6348837027,44821.8637000088,0,34876.4460247787,0,44863.2701146747,44863.2701146747,44863.2701146747,44821.8637000088,44821.8637000088,34793.6092043367,34835.0276145573,34835.0276145573,34835.0276145573,32411.6348837027,32453.0532939241,15023.1941515636,44921.8481049443,15023.1941515636,32411.6348837027,15023.1941515636,14981.7757413422,17771.014847393,19753.3274460578,15023.1941515636,16588.4935193253,32411.6348837027,0,32453.0532939241,45587.3957882856,14981.7757413422,0,32453.0532939241,32453.0532939241,34935.0000239375,19753.3274460578,19312.019398316,14923.2217421835,14923.2217421835,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15140.3021498812,15023.1941515636,44863.2701146747,37607.131131672,34698.2307963843,32787.0137843886,15581.6101976229,19012.1021701756,941.170094642427
"lix_2017_2",44863.2701146747,12754.5255344663,64575.179150511,79656.8793190111,42166.8681812122,64616.5975607323,29840.0759631113,79656.8793190111,79656.8793190111,79698.2977292317,79698.2977292317,76053.5664732264,13327.1520763306,79656.8793190111,13244.315255888,64616.5975607323,79656.8793190111,79698.2977292317,79698.2977292317,44821.8517044534,44863.2701146747,64516.6251513522,64575.179150511,13285.7336661093,99.9724093801342,44863.2701146747,79739.7161394531,44863.2701146747,0,0,0,99.9724093801342,99.9724093801342,79656.8793190111,79698.2977292318,79698.2977292318,79698.2977292318,13285.7336661093,13327.1520763306,29840.0759631113,141.39081960147,29840.0759631113,13285.7336661093,29840.0759631113,29881.4943733326,62634.2849620676,64616.5975607323,29840.0759631113,28274.7765953496,13285.7336661093,44863.2701146748,13244.315255888,724.125673610915,29881.4943733326,44863.2701146748,13244.315255888,13244.315255888,79798.2701386119,64616.5975607323,64175.2895129906,29940.0483724913,29940.0483724913,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29722.9679647937,29840.0759631113,0,82470.4012463465,10165.0393182905,77650.2838990631,29281.6599170519,63875.3722848502,43922.1000200323
"lix_2017_4",44863.2701146747,12754.5255344663,64575.179150511,79656.8793190111,42166.8681812122,64616.5975607323,29840.0759631113,79656.8793190111,79656.8793190111,79698.2977292317,79698.2977292317,76053.5664732264,13327.1520763306,79656.8793190111,13244.315255888,64616.5975607323,79656.8793190111,79698.2977292317,79698.2977292317,44821.8517044534,44863.2701146747,64516.6251513522,64575.179150511,13285.7336661093,99.9724093801342,44863.2701146747,79739.7161394531,44863.2701146747,0,0,0,99.9724093801342,99.9724093801342,79656.8793190111,79698.2977292318,79698.2977292318,79698.2977292318,13285.7336661093,13327.1520763306,29840.0759631113,141.39081960147,29840.0759631113,13285.7336661093,29840.0759631113,29881.4943733326,62634.2849620676,64616.5975607323,29840.0759631113,28274.7765953496,13285.7336661093,44863.2701146748,13244.315255888,724.125673610915,29881.4943733326,44863.2701146748,13244.315255888,13244.315255888,79798.2701386119,64616.5975607323,64175.2895129906,29940.0483724913,29940.0483724913,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29722.9679647937,29840.0759631113,0,82470.4012463465,10165.0393182905,77650.2838990631,29281.6599170519,63875.3722848502,43922.1000200323
"lix_2017_3",44863.2701146747,12754.5255344663,64575.179150511,79656.8793190111,42166.8681812122,64616.5975607323,29840.0759631113,79656.8793190111,79656.8793190111,79698.2977292317,79698.2977292317,76053.5664732264,13327.1520763306,79656.8793190111,13244.315255888,64616.5975607323,79656.8793190111,79698.2977292317,79698.2977292317,44821.8517044534,44863.2701146747,64516.6251513522,64575.179150511,13285.7336661093,99.9724093801342,44863.2701146747,79739.7161394531,44863.2701146747,0,0,0,99.9724093801342,99.9724093801342,79656.8793190111,79698.2977292318,79698.2977292318,79698.2977292318,13285.7336661093,13327.1520763306,29840.0759631113,141.39081960147,29840.0759631113,13285.7336661093,29840.0759631113,29881.4943733326,62634.2849620676,64616.5975607323,29840.0759631113,28274.7765953496,13285.7336661093,44863.2701146748,13244.315255888,724.125673610915,29881.4943733326,44863.2701146748,13244.315255888,13244.315255888,79798.2701386119,64616.5975607323,64175.2895129906,29940.0483724913,29940.0483724913,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29722.9679647937,29840.0759631113,0,82470.4012463465,10165.0393182905,77650.2838990631,29281.6599170519,63875.3722848502,43922.1000200323
"lix_2017_5",44821.8637000088,12713.1191198003,64533.772735845,79615.4729043451,42125.4617665463,64575.1911460664,29798.6695484453,79615.4729043451,79615.4729043451,79656.8913145658,79656.8913145658,76012.1600585605,13285.7456616647,79615.4729043451,13202.908841222,64575.1911460664,79615.4729043451,79656.8913145658,79656.8913145658,44780.4452897874,44821.8637000088,64475.2187366862,64533.772735845,13244.3272514433,0,44821.8637000088,79698.3097247871,44821.8637000088,99.9724093801342,99.9724093801342,99.9724093801342,0,0,79615.4729043451,79656.8913145658,79656.8913145658,79656.8913145658,13244.3272514433,13285.7456616647,29798.6695484453,99.9844049355015,29798.6695484453,13244.3272514433,29798.6695484453,29840.0879586667,62592.8785474016,64575.1911460664,29798.6695484453,28233.3701806836,13244.3272514433,44821.8637000088,13202.908841222,765.532088276884,29840.0879586667,44821.8637000088,13202.908841222,13202.908841222,79756.8637239459,64575.1911460664,64133.8830983246,29898.6419578253,29898.6419578253,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29681.5615501277,29798.6695484453,99.9724093801342,82428.9948316805,10123.6329036246,77608.8774843971,29240.253502386,63833.9658701842,43880.6936053664
"lix_2017_7",44821.8637000088,12713.1191198003,64533.772735845,79615.4729043451,42125.4617665463,64575.1911460664,29798.6695484453,79615.4729043451,79615.4729043451,79656.8913145658,79656.8913145658,76012.1600585605,13285.7456616647,79615.4729043451,13202.908841222,64575.1911460664,79615.4729043451,79656.8913145658,79656.8913145658,44780.4452897874,44821.8637000088,64475.2187366862,64533.772735845,13244.3272514433,0,44821.8637000088,79698.3097247871,44821.8637000088,99.9724093801342,99.9724093801342,99.9724093801342,0,0,79615.4729043451,79656.8913145658,79656.8913145658,79656.8913145658,13244.3272514433,13285.7456616647,29798.6695484453,99.9844049355015,29798.6695484453,13244.3272514433,29798.6695484453,29840.0879586667,62592.8785474016,64575.1911460664,29798.6695484453,28233.3701806836,13244.3272514433,44821.8637000088,13202.908841222,765.532088276884,29840.0879586667,44821.8637000088,13202.908841222,13202.908841222,79756.8637239459,64575.1911460664,64133.8830983246,29898.6419578253,29898.6419578253,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29798.6695484453,29898.6419578253,29681.5615501277,29798.6695484453,99.9724093801342,82428.9948316805,10123.6329036246,77608.8774843971,29240.253502386,63833.9658701842,43880.6936053664
"gm_2017_14",34876.4460247793,67746.5245451609,15081.7001685002,0,37548.5771325133,15123.1185787215,49816.8033559001,0,0,99.9844049345702,99.9844049345702,3603.31284578469,67246.6624982604,0,67246.6624982604,15123.1185787215,0,99.9844049345702,99.9844049345702,34835.027614558,34793.6092043367,15140.254167659,15081.7001685002,67205.244088039,79615.4729043451,34793.6092043367,199.968809870072,34793.6092043367,79656.8793190111,79656.8793190111,79656.8793190111,79615.4729043451,79615.4729043451,0,99.9844049345702,99.9844049345702,99.9844049345702,67205.244088039,67246.6624982604,49816.8033559001,79715.4573092806,49816.8033559001,67205.244088039,49816.8033559001,49775.3849456787,17022.5943569436,15123.1185787215,49816.8033559001,51382.1027236618,67205.244088039,34793.6092043367,67246.6624982604,80381.004992622,49775.3849456787,34793.6092043367,67246.6624982604,67246.6624982604,141.390819600812,15123.1185787215,15481.5898060206,49716.8309465201,49716.8309465201,49716.8309465201,49816.8033559001,49716.8309465201,49816.8033559001,49716.8309465201,49816.8033559001,49716.8309465201,49816.8033559001,49716.8309465201,49933.9113542177,49816.8033559001,79656.8793190111,2813.52192733537,69491.8400007206,2006.59541994809,50375.2194019594,15781.507034161,35734.7792989791
"gm_2017_2",34917.864435,67787.9429553816,15123.1185787209,99.9844049345702,37589.995542734,15164.5369889422,49858.2217661207,99.9844049345702,99.9844049345702,0,0,3644.73125600537,67288.080908481,99.9844049345702,67288.080908481,15164.5369889422,99.9844049345702,0,0,34876.4460247787,34835.0276145573,15181.6725778797,15123.1185787209,67246.6624982597,79656.8913145658,34835.0276145573,99.9844049355015,34835.0276145573,79698.2977292318,79698.2977292318,79698.2977292318,79656.8913145658,79656.8913145658,99.9844049345702,0,0,0,67246.6624982597,67288.0809084811,49858.2217661208,79756.8757195013,49858.2217661208,67246.6624982597,49858.2217661208,49816.8033558994,17064.0127671643,15164.5369889422,49858.2217661208,51423.5211338824,67246.6624982597,34835.0276145573,67288.0809084811,80422.4234028426,49816.8033558994,34835.0276145573,67288.0809084811,67288.0809084811,99.9724093801342,15164.5369889422,15523.0082162413,49758.2493567407,49758.2493567407,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49975.3297644383,49858.2217661208,79698.2977292317,2854.94033755605,69533.2584109413,2048.01383016877,50416.6378121801,15822.9254443817,35776.1977091998
"gm_2017_4",34917.864435,67787.9429553816,15123.1185787209,99.9844049345702,37589.995542734,15164.5369889422,49858.2217661207,99.9844049345702,99.9844049345702,0,0,3644.73125600537,67288.080908481,99.9844049345702,67288.080908481,15164.5369889422,99.9844049345702,0,0,34876.4460247787,34835.0276145573,15181.6725778797,15123.1185787209,67246.6624982597,79656.8913145658,34835.0276145573,99.9844049355015,34835.0276145573,79698.2977292318,79698.2977292318,79698.2977292318,79656.8913145658,79656.8913145658,99.9844049345702,0,0,0,67246.6624982597,67288.0809084811,49858.2217661208,79756.8757195013,49858.2217661208,67246.6624982597,49858.2217661208,49816.8033558994,17064.0127671643,15164.5369889422,49858.2217661208,51423.5211338824,67246.6624982597,34835.0276145573,67288.0809084811,80422.4234028426,49816.8033558994,34835.0276145573,67288.0809084811,67288.0809084811,99.9724093801342,15164.5369889422,15523.0082162413,49758.2493567407,49758.2493567407,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49975.3297644383,49858.2217661208,79698.2977292317,2854.94033755605,69533.2584109413,2048.01383016877,50416.6378121801,15822.9254443817,35776.1977091998
"gm_2017_9",34917.864435,67787.9429553816,15123.1185787209,99.9844049345702,37589.995542734,15164.5369889422,49858.2217661207,99.9844049345702,99.9844049345702,0,0,3644.73125600537,67288.080908481,99.9844049345702,67288.080908481,15164.5369889422,99.9844049345702,0,0,34876.4460247787,34835.0276145573,15181.6725778797,15123.1185787209,67246.6624982597,79656.8913145658,34835.0276145573,99.9844049355015,34835.0276145573,79698.2977292318,79698.2977292318,79698.2977292318,79656.8913145658,79656.8913145658,99.9844049345702,0,0,0,67246.6624982597,67288.0809084811,49858.2217661208,79756.8757195013,49858.2217661208,67246.6624982597,49858.2217661208,49816.8033558994,17064.0127671643,15164.5369889422,49858.2217661208,51423.5211338824,67246.6624982597,34835.0276145573,67288.0809084811,80422.4234028426,49816.8033558994,34835.0276145573,67288.0809084811,67288.0809084811,99.9724093801342,15164.5369889422,15523.0082162413,49758.2493567407,49758.2493567407,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49858.2217661208,49758.2493567407,49975.3297644383,49858.2217661208,79698.2977292317,2854.94033755605,69533.2584109413,2048.01383016877,50416.6378121801,15822.9254443817,35776.1977091998
"mon_2017",32411.6348837027,541.280457121891,52123.543919539,67205.244088039,29715.2329502402,52164.9623297603,17388.4407321391,67205.244088039,67205.244088039,67246.6624982597,67246.6624982597,63601.9312422544,99.9844049355015,67205.244088039,99.9844049355015,52164.9623297603,67205.244088039,67246.6624982597,67246.6624982597,32370.2164734814,32411.6348837027,52064.9899203802,52123.543919539,0,13244.3272514433,32411.6348837027,67288.0809084811,32411.6348837027,13285.7336661093,13285.7336661093,13285.7336661093,13244.3272514433,13244.3272514433,67205.244088039,67246.6624982597,67246.6624982597,67246.6624982597,0,99.9844049355015,17388.4407321391,13344.3116563788,17388.4407321391,0,17388.4407321391,17429.8591423605,50182.6497310956,52164.9623297603,17388.4407321391,15823.1413643774,0,32411.6348837027,99.9844049355015,14009.8593397202,17429.8591423605,32411.6348837027,99.9844049355015,99.9844049355015,67346.6349076398,52164.9623297603,51723.6542820186,17488.4131415192,17488.4131415192,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17271.3327338215,17388.4407321391,13285.7336661093,70018.7660153744,3120.69434781874,65198.648668091,16830.0246860798,51423.7370538782,31470.4647890603
"mon_2017_8",32453.0532939241,582.698867343227,52164.9623297603,67246.6624982604,29756.6513604615,52206.3807399817,17429.8591423605,67246.6624982604,67246.6624982604,67288.0809084811,67288.0809084811,63643.3496524758,0,67246.6624982604,199.968809871003,52206.3807399817,67246.6624982604,67288.0809084811,67288.0809084811,32411.6348837027,32453.0532939241,52106.4083306015,52164.9623297603,99.9844049355015,13285.7456616647,32453.0532939241,67329.4993187024,32453.0532939241,13327.1520763306,13327.1520763306,13327.1520763306,13285.7456616647,13285.7456616647,67246.6624982604,67288.0809084811,67288.0809084811,67288.0809084811,99.9844049355015,0,17429.8591423605,13385.7300666002,17429.8591423605,99.9844049355015,17429.8591423605,17471.2775525818,50224.0681413169,52206.3807399817,17429.8591423605,15864.5597745988,99.9844049355015,32453.0532939241,199.968809871003,14051.2777499416,17471.2775525818,32453.0532939241,199.968809871003,199.968809871003,67388.0533178612,52206.3807399817,51765.0726922399,17529.8315517405,17529.8315517405,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17312.7511440429,17429.8591423605,13327.1520763306,70060.1844255957,3162.11275804008,65240.0670783123,16871.4430963011,51465.1554640995,31511.8831992816
"ir_2017_6",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"lix_2017_8",44921.8481049443,12813.1035247358,64633.7571407805,79715.4573092806,42225.4461714818,64675.1755510019,29898.6539533808,79715.4573092806,79715.4573092806,79756.8757195013,79756.8757195013,76112.144463496,13385.7300666002,79715.4573092806,13302.8932461575,64675.1755510019,79715.4573092806,79756.8757195013,79756.8757195013,44880.4296947229,44921.8481049443,64575.2031416217,64633.7571407805,13344.3116563788,99.9844049355015,44921.8481049443,79798.2941297226,44921.8481049443,141.39081960147,141.39081960147,141.39081960147,99.9844049355015,99.9844049355015,79715.4573092806,79756.8757195013,79756.8757195013,79756.8757195013,13344.3116563788,13385.7300666002,29898.6539533808,0,29898.6539533808,13344.3116563788,29898.6539533808,29940.0723636022,62692.8629523371,64675.1755510019,29898.6539533808,28333.3545856191,13344.3116563788,44921.8481049443,13302.8932461575,665.547683341382,29940.0723636022,44921.8481049443,13302.8932461575,13302.8932461575,79856.8481288815,64675.1755510019,64233.8675032601,29998.6263627608,29998.6263627608,29998.6263627608,29898.6539533808,29998.6263627608,29898.6539533808,29998.6263627608,29898.6539533808,29998.6263627608,29898.6539533808,29998.6263627608,29781.5459550632,29898.6539533808,141.39081960147,82528.979236616,10223.6173085601,77708.8618893326,29340.2379073215,63933.9502751197,43980.6780103019
